user_id,name,age,gender,country,profession,education_level,marital_status,income_level,health_score,sleep_hours,diet_quality,physical_activity,spiritual_practice,personality_type,introversion_score,discipline_score,risk_tolerance,life_satisfaction,created_at
34262,User_034262,47,Male,Philippines,Sales,Bachelor,Married,70157.27,92.0,5.8,69.3,83.1,59.3,ISFJ,46.1,36.5,42.1,59.4,2024-08-27
34263,User_034263,63,Female,India,Business Owner,Bachelor,Divorced,113784.55,73.7,7.5,35.5,25.2,45.2,ISTP,39.8,26.6,23.4,79.9,2025-04-26
34264,User_034264,29,Male,India,Teacher,Higher Secondary,Married,33214.91,100.0,6.6,49.9,67.9,50.4,ISFJ,35.1,42.2,41.9,85.9,2024-07-28
34265,User_034265,64,Male,USA,Doctor,Primary,Married,40120.73,83.3,7.3,79.1,42.7,73.7,ENTJ,51.8,35.6,26.7,79.3,2025-05-27
34266,User_034266,36,Female,Colombia,Business Owner,Bachelor,Married,62567.6,100.0,8.5,77.3,49.3,43.7,ESTJ,49.5,73.0,28.4,84.4,2025-02-15
34267,User_034267,84,Female,Egypt,Unemployed,Higher Secondary,Single,37129.86,89.3,7.3,100.0,55.7,31.2,ISTP,49.7,81.4,15.6,81.9,2025-06-10
34268,User_034268,35,Male,China,Service,Secondary,Single,34384.2,100.0,6.0,73.9,76.4,38.2,INTJ,47.0,52.1,50.8,89.7,2025-02-07
34269,User_034269,43,Female,China,Unemployed,Higher Secondary,Married,92436.6,100.0,6.8,58.8,40.6,68.7,ENTP,48.2,56.6,21.9,96.2,2024-05-19
34270,User_034270,47,Female,Brazil,Service,No formal,Single,22932.11,100.0,7.9,66.6,26.5,52.8,INFP,50.8,31.1,53.2,47.2,2024-07-21
34271,User_034271,47,Female,Thailand,Government,Master,Married,78331.56,100.0,5.8,57.6,24.0,32.1,INTP,49.3,19.6,28.0,82.2,2025-07-16
34272,User_034272,80,Female,China,Nurse,Secondary,Married,53528.08,71.3,5.6,66.4,55.7,46.0,INFJ,47.9,34.4,42.3,70.9,2025-10-05
34273,User_034273,75,Male,Pakistan,Business Owner,Bachelor,Married,47744.89,71.7,5.4,60.0,22.2,45.5,INTP,67.9,38.8,67.2,51.2,2025-08-24
34274,User_034274,32,Female,China,Sales,Bachelor,Married,60272.39,91.2,7.6,54.2,39.4,29.0,ESTJ,18.9,49.5,66.1,87.7,2025-09-10
34275,User_034275,30,Non-binary,China,Writer,Master,Widowed,66765.12,100.0,8.9,100.0,96.0,7.3,INTP,75.2,88.9,48.0,57.0,2025-05-06
34276,User_034276,28,Female,Nepal,Unemployed,Bachelor,Single,44833.85,100.0,8.8,91.3,48.3,33.3,ISTJ,37.4,74.0,32.9,89.9,2024-05-06
34277,User_034277,57,Female,India,Doctor,Secondary,Married,22050.45,95.1,5.7,37.2,24.4,52.7,INTP,52.7,41.4,46.7,69.4,2024-08-31
34278,User_034278,54,Male,India,Freelancer,Secondary,Single,18785.04,95.1,8.1,29.2,53.6,55.9,ISTJ,46.4,43.5,48.3,92.8,2025-01-12
34279,User_034279,37,Female,China,Student,Bachelor,Single,28370.65,100.0,8.1,69.1,65.0,92.9,ISTJ,43.8,66.0,55.1,95.7,2025-05-15
34280,User_034280,46,Female,China,Nurse,Secondary,Married,38928.02,98.7,8.3,56.8,60.1,76.5,ISFJ,51.3,63.3,9.6,79.9,2025-06-22
34281,User_034281,45,Male,India,Government,Primary,Married,34957.08,100.0,4.7,40.6,18.8,58.9,ISTJ,52.2,25.4,50.1,64.5,2024-08-03
34282,User_034282,49,Female,Australia,Doctor,Primary,Single,25742.59,100.0,5.6,74.7,46.8,44.8,INFJ,24.1,43.4,45.8,56.9,2024-02-10
34283,User_034283,40,Male,China,Artist,Bachelor,Married,79386.11,100.0,8.8,77.8,46.2,45.8,ISTJ,62.3,54.9,43.5,49.9,2024-07-25
34284,User_034284,38,Male,China,Researcher,Primary,Single,31292.0,100.0,10.6,46.9,61.9,80.7,ISTP,52.5,50.5,44.5,100.0,2024-10-06
34285,User_034285,39,Female,India,Farmer,Secondary,Single,16697.95,95.7,8.5,68.0,41.2,26.0,ESFJ,77.1,50.5,63.3,64.6,2025-05-25
34286,User_034286,83,Male,India,Freelancer,Primary,Single,23983.98,86.1,5.9,82.7,47.6,37.3,INFJ,63.9,46.4,25.1,61.1,2024-11-26
34287,User_034287,60,Female,Germany,Freelancer,Master,Married,85934.4,79.6,7.4,64.3,56.2,34.6,ENTP,65.6,62.1,30.7,59.5,2025-10-17
34288,User_034288,29,Male,Iran,Engineer,Secondary,Single,19160.71,96.6,7.0,63.1,66.3,23.5,ESTP,57.0,36.2,27.2,72.4,2025-07-31
34289,User_034289,39,Male,Ethiopia,Student,Higher Secondary,Divorced,76072.13,100.0,5.9,80.7,62.0,55.9,INFJ,35.8,47.2,23.3,65.4,2024-04-13
34290,User_034290,71,Male,China,Sales,Bachelor,Single,119606.68,85.4,5.8,42.3,29.2,56.6,ESTJ,55.0,39.5,21.2,79.9,2025-03-16
34291,User_034291,50,Female,Ethiopia,Farmer,Bachelor,Single,56783.5,100.0,7.1,70.4,46.7,16.9,ISTP,63.6,71.8,27.4,85.7,2025-08-18
34292,User_034292,64,Female,China,Athlete,Secondary,Married,35685.96,100.0,7.8,37.1,42.3,20.1,ENFJ,69.1,48.0,30.4,74.3,2024-09-14
34293,User_034293,52,Female,China,Freelancer,Secondary,Married,62927.72,86.7,7.2,89.1,67.9,55.6,ENFJ,68.8,59.1,34.9,76.1,2025-01-17
34294,User_034294,45,Male,Spain,Doctor,Secondary,Single,73060.76,100.0,8.9,57.8,99.9,57.4,INTJ,39.8,48.2,30.7,86.8,2025-09-07
34295,User_034295,75,Male,Vietnam,Researcher,Master,Married,31358.43,100.0,8.1,48.0,72.9,17.7,ESTP,58.9,81.3,32.0,88.9,2025-01-19
34296,User_034296,42,Male,China,Government,Primary,Married,72664.49,100.0,9.0,58.3,70.3,21.6,INFP,26.5,70.5,50.4,78.6,2024-04-24
34297,User_034297,56,Male,China,Manager,Secondary,Single,25090.07,86.0,8.4,65.4,75.7,32.1,INTJ,53.6,39.5,31.9,76.6,2024-10-14
34298,User_034298,53,Male,Nigeria,Unemployed,Higher Secondary,Married,30232.89,100.0,7.2,86.4,70.6,78.6,ISFP,53.1,43.4,17.1,75.3,2025-09-12
34299,User_034299,27,Female,China,Nurse,Master,Married,51302.64,100.0,7.0,68.7,70.6,15.6,ESTP,30.5,34.1,42.4,67.5,2024-01-23
34300,User_034300,46,Female,India,Farmer,Bachelor,Married,83838.51,99.5,7.6,89.5,78.2,33.0,INFP,33.9,84.7,13.2,92.0,2024-08-13
34301,User_034301,42,Male,India,Freelancer,Secondary,Single,27002.05,100.0,6.0,59.3,89.7,54.2,INTP,53.0,29.2,35.1,72.2,2025-12-09
34302,User_034302,36,Male,India,Sales,Higher Secondary,Single,27672.28,98.6,5.9,76.7,26.2,57.8,ISTP,63.2,29.7,43.0,76.8,2025-06-05
34303,User_034303,23,Male,Philippines,Artist,Bachelor,Single,75925.4,100.0,7.5,77.8,66.9,45.0,ISFP,52.7,25.1,25.7,75.3,2024-04-19
34304,User_034304,51,Female,India,Freelancer,Secondary,Married,39253.61,88.2,9.9,60.7,84.4,25.5,INFP,68.5,41.9,33.7,91.0,2024-05-06
34305,User_034305,50,Female,Greece,Homemaker,Higher Secondary,Single,101368.41,93.9,6.6,68.2,54.9,53.7,ISFP,49.5,55.4,58.5,92.7,2024-02-18
34306,User_034306,60,Male,Canada,Artist,Primary,Married,88017.41,96.7,7.7,52.3,58.5,51.5,ISFJ,38.9,60.5,48.9,83.9,2025-11-22
34307,User_034307,28,Male,India,Nurse,Higher Secondary,Married,22567.13,100.0,9.4,63.1,30.2,47.2,ISFP,67.2,57.0,31.2,86.3,2024-03-29
34308,User_034308,77,Female,Philippines,Retired,Secondary,Single,38238.23,85.3,6.8,53.4,74.1,37.3,ENFP,50.5,67.1,40.2,58.3,2025-10-13
34309,User_034309,31,Male,Russia,Unemployed,Bachelor,Married,70674.57,100.0,7.0,59.2,63.9,49.4,ESTJ,72.7,68.2,30.2,90.6,2025-04-27
34310,User_034310,67,Male,China,Government,Bachelor,Married,69765.66,96.7,6.6,19.4,26.6,59.7,ESTP,64.9,70.9,64.7,70.8,2025-06-28
34311,User_034311,31,Female,UAE,Writer,Secondary,Married,46279.77,95.6,6.4,75.1,71.5,60.8,INTJ,71.6,40.7,40.2,62.4,2024-05-09
34312,User_034312,73,Female,Iran,Teacher,Bachelor,Married,43940.3,82.3,8.3,61.7,91.6,9.1,ENFJ,45.0,19.7,50.9,69.8,2025-04-06
34313,User_034313,43,Female,China,Athlete,Primary,Married,19232.57,95.0,7.8,72.4,65.9,43.4,ISTJ,67.3,65.5,50.3,87.8,2024-02-17
34314,User_034314,39,Male,South Korea,Freelancer,Bachelor,Single,96971.22,88.3,6.8,72.0,70.3,69.8,ESFP,59.1,60.5,47.9,86.7,2025-09-27
34315,User_034315,42,Female,Pakistan,Government,Primary,Married,22380.82,90.9,7.2,84.1,34.0,36.9,ISTP,60.8,69.5,53.9,66.5,2025-06-06
34316,User_034316,44,Male,India,Unemployed,Secondary,Married,17037.3,100.0,8.1,54.9,41.0,62.4,INFP,61.1,53.0,42.6,71.4,2024-05-10
34317,User_034317,63,Male,China,IT Professional,Secondary,Single,65556.1,93.1,7.9,80.9,41.8,55.2,ENTP,56.2,43.0,65.9,77.5,2025-06-04
34318,User_034318,37,Male,Vietnam,Manager,Bachelor,Married,38169.76,100.0,8.5,64.9,48.7,79.8,INTP,37.2,77.5,34.3,84.8,2024-07-21
34319,User_034319,71,Female,Germany,Doctor,Higher Secondary,Married,23803.84,76.8,7.7,54.1,55.3,19.4,INTP,20.5,70.7,73.4,70.3,2025-07-21
34320,User_034320,42,Female,Ukraine,Manager,Higher Secondary,Single,40435.09,100.0,8.1,60.7,72.7,54.6,ESFP,18.2,67.7,36.3,82.3,2025-11-09
34321,User_034321,85,Male,UK,Retired,Bachelor,Married,111620.51,82.5,9.4,65.8,31.1,48.8,ESTJ,67.1,29.0,44.2,67.2,2025-03-15
34322,User_034322,30,Male,USA,Government,Secondary,Single,46449.6,87.1,7.8,61.2,5.5,24.0,INTJ,27.0,30.7,85.2,70.7,2025-10-28
34323,User_034323,53,Female,India,IT Professional,Higher Secondary,Married,33646.89,97.5,9.3,79.5,48.5,30.1,ISFP,37.0,61.3,15.7,66.2,2025-10-13
34324,User_034324,32,Female,Mexico,Retired,Higher Secondary,Single,11878.24,100.0,9.2,90.0,80.1,50.6,INFP,46.9,63.2,51.3,67.3,2024-06-26
34325,User_034325,29,Male,India,Teacher,Bachelor,Divorced,27665.86,100.0,8.9,48.3,45.2,48.6,ESFJ,57.5,44.0,30.0,84.1,2025-04-28
34326,User_034326,49,Male,USA,Retired,Master,Married,48494.6,86.6,6.2,54.8,45.0,60.5,ENFP,63.5,34.8,15.4,99.3,2025-06-28
34327,User_034327,43,Male,China,Sales,Bachelor,Married,32659.46,96.2,8.5,66.0,8.9,20.2,ISFJ,65.4,33.5,13.2,78.6,2024-01-18
34328,User_034328,42,Female,India,Government,Bachelor,Divorced,45835.49,100.0,6.9,70.1,76.7,38.6,ENTP,31.8,33.2,36.8,79.9,2025-06-11
34329,User_034329,54,Male,Nigeria,IT Professional,Master,Married,47059.61,100.0,7.9,76.4,61.8,4.7,ENFJ,33.8,95.7,40.5,78.1,2024-08-13
34330,User_034330,34,Female,Indonesia,Service,Bachelor,Single,21413.43,100.0,8.1,60.1,46.7,39.8,ISFJ,38.0,54.9,56.5,64.4,2025-05-03
34331,User_034331,38,Male,India,Athlete,Bachelor,Single,24054.42,95.5,6.8,85.0,56.1,56.4,ISFJ,75.0,37.3,48.7,89.0,2024-08-31
34332,User_034332,32,Male,Iran,Nurse,Secondary,Single,39025.86,100.0,8.4,87.4,63.7,28.8,ENTJ,54.5,66.2,19.9,72.2,2025-01-07
34333,User_034333,61,Male,Nigeria,Farmer,Higher Secondary,Widowed,43376.93,83.3,7.9,52.3,52.5,47.5,INTP,36.3,37.7,44.1,77.2,2024-05-21
34334,User_034334,39,Male,Pakistan,Artist,No formal,Single,8326.3,100.0,7.3,91.9,66.1,78.5,ISFP,71.0,48.6,18.0,81.5,2025-03-01
34335,User_034335,85,Male,Indonesia,Writer,Secondary,Married,61931.0,83.1,8.4,95.2,27.0,41.3,ISFJ,50.0,68.5,14.9,76.6,2025-05-19
34336,User_034336,85,Male,UK,Business Owner,Primary,Married,56994.09,82.1,8.4,71.3,43.5,51.2,ESTP,53.9,18.8,49.9,57.9,2024-02-07
34337,User_034337,40,Female,Kenya,Writer,Higher Secondary,Married,32988.95,100.0,6.1,66.5,69.0,56.5,INFJ,31.6,72.8,35.8,91.6,2025-02-20
34338,User_034338,39,Female,UK,Service,Secondary,Divorced,40182.8,100.0,7.9,74.6,87.5,14.1,ENTJ,81.8,62.4,24.1,80.8,2025-04-28
34339,User_034339,48,Female,Egypt,Farmer,Secondary,Single,37699.2,100.0,7.8,41.3,56.0,39.0,ISFJ,69.0,56.9,31.6,69.2,2024-07-22
34340,User_034340,32,Male,China,Homemaker,Higher Secondary,Married,41176.12,94.0,8.5,99.8,74.0,41.7,INTJ,72.7,50.9,41.9,72.9,2025-01-29
34341,User_034341,44,Female,USA,IT Professional,Higher Secondary,Single,26746.39,94.7,6.2,80.6,7.1,40.5,INTJ,45.7,59.4,64.5,77.3,2024-11-17
34342,User_034342,51,Male,China,Engineer,Higher Secondary,Divorced,42096.92,96.7,8.6,69.1,23.1,64.5,ESTP,47.3,47.2,51.2,70.5,2024-07-17
34343,User_034343,72,Female,India,Service,Bachelor,Married,49934.5,96.5,8.0,86.8,72.6,57.3,ISFP,50.3,55.7,29.0,75.3,2024-08-21
34344,User_034344,40,Female,India,Farmer,Primary,Single,25771.51,100.0,6.2,40.3,61.4,26.2,ENFJ,51.0,55.0,59.9,82.2,2024-10-14
34345,User_034345,81,Male,India,Homemaker,Higher Secondary,Married,97692.77,81.0,8.7,74.1,47.1,42.9,INTJ,55.0,59.4,43.3,74.7,2024-11-04
34346,User_034346,40,Female,Mexico,Government,Secondary,Married,55101.43,90.6,7.8,51.3,82.3,99.5,ISTJ,50.2,48.9,49.6,74.2,2025-08-01
34347,User_034347,37,Female,Italy,Student,Higher Secondary,Married,33203.56,100.0,6.3,88.4,59.4,27.8,ISTP,41.3,65.8,43.7,62.2,2025-04-08
34348,User_034348,47,Male,Indonesia,Doctor,Bachelor,Married,87103.04,100.0,8.0,65.7,49.7,30.3,ENTJ,18.5,85.1,61.2,83.6,2025-02-19
34349,User_034349,52,Male,India,Athlete,Bachelor,Divorced,25559.01,95.4,8.1,91.7,44.8,43.9,ESFP,29.9,79.1,65.0,84.0,2024-08-22
34350,User_034350,83,Female,Netherlands,Retired,Primary,Widowed,45703.11,90.9,9.4,57.9,45.8,52.1,ESFJ,64.2,33.9,61.3,91.5,2024-01-02
34351,User_034351,74,Male,China,Unemployed,Secondary,Married,48462.42,94.6,6.1,62.5,31.0,51.1,ISFP,54.1,35.8,51.6,58.6,2025-01-21
34352,User_034352,33,Female,India,Government,Bachelor,Married,70106.43,100.0,7.4,68.1,43.8,47.5,ENFP,75.6,64.0,37.0,87.5,2024-12-28
34353,User_034353,41,Female,Vietnam,Homemaker,Secondary,Single,56262.6,100.0,6.4,61.8,64.0,19.9,ENFJ,59.4,56.7,26.1,76.8,2025-05-18
34354,User_034354,77,Female,Brazil,Student,Secondary,Married,81157.37,80.2,6.8,85.3,19.8,22.5,ISFJ,36.8,65.9,58.0,62.8,2025-08-16
34355,User_034355,79,Female,Singapore,Engineer,Primary,Married,24480.52,100.0,7.3,85.1,9.6,50.1,ESTP,77.8,71.3,49.2,78.6,2025-03-03
34356,User_034356,50,Female,India,Artist,Master,Single,67263.02,96.6,6.0,100.0,72.5,10.4,ENFP,49.3,53.0,34.7,56.2,2024-09-19
34357,User_034357,82,Female,India,Unemployed,Bachelor,Married,26278.83,83.6,7.6,96.8,9.0,4.8,ISFP,26.4,50.3,33.1,52.3,2025-06-22
34358,User_034358,85,Male,India,Researcher,Higher Secondary,Single,46905.39,86.4,6.7,69.8,37.8,38.8,ISTJ,45.0,49.4,25.4,74.4,2024-08-14
34359,User_034359,49,Male,Philippines,Athlete,Bachelor,Married,53477.96,100.0,6.2,61.5,52.5,64.1,ENFP,78.4,51.7,32.0,84.6,2024-07-02
34360,User_034360,58,Male,Russia,Athlete,Master,Married,67323.25,87.1,5.3,59.1,81.5,19.9,INTJ,58.4,45.6,48.7,80.6,2024-01-07
34361,User_034361,22,Female,UAE,Teacher,Higher Secondary,Single,39630.6,100.0,9.1,53.5,84.8,19.6,INTJ,66.0,57.6,11.8,91.8,2025-04-06
34362,User_034362,45,Male,China,Athlete,No formal,Married,19747.04,97.2,4.6,45.1,72.5,31.6,ESFJ,25.4,83.2,54.9,72.5,2025-05-25
34363,User_034363,39,Male,USA,Service,Bachelor,Married,90558.87,100.0,6.6,73.6,52.2,16.6,ENFP,48.6,65.9,8.3,78.3,2024-12-14
34364,User_034364,57,Female,India,Sales,Primary,Married,24401.62,100.0,7.6,63.7,48.3,87.8,ENTJ,53.8,74.5,43.1,98.4,2025-10-27
34365,User_034365,70,Male,China,Athlete,Higher Secondary,Widowed,62715.17,93.2,7.3,63.0,39.5,42.1,ENFJ,66.7,62.7,13.4,70.3,2025-05-17
34366,User_034366,36,Female,China,Government,Secondary,Married,32187.31,99.8,5.9,50.0,57.4,31.2,ENFP,85.6,70.3,10.6,88.1,2025-05-11
34367,User_034367,35,Male,China,Student,No formal,Divorced,17584.99,100.0,7.2,76.3,34.6,81.4,ESFJ,36.3,63.4,25.3,100.0,2025-08-16
34368,User_034368,36,Female,China,Engineer,Primary,Divorced,27739.27,100.0,6.1,28.6,47.8,0.0,ESTP,61.0,53.1,84.2,80.2,2024-04-02
34369,User_034369,85,Female,Egypt,Retired,Bachelor,Married,106484.56,98.5,7.8,79.1,53.1,18.7,ESTJ,57.6,78.6,28.9,69.2,2025-05-08
34370,User_034370,53,Male,China,Service,Secondary,Married,94613.05,83.5,7.2,70.3,32.5,55.3,ISFP,42.1,41.4,45.4,64.2,2024-02-05
34371,User_034371,32,Female,USA,Engineer,Higher Secondary,Single,66529.49,100.0,8.1,48.6,100.0,80.2,ISTJ,54.4,73.7,36.5,94.6,2024-10-03
34372,User_034372,66,Male,India,Student,Bachelor,Married,120496.44,93.3,6.4,84.6,44.5,34.4,ISTP,64.8,62.6,50.1,58.3,2025-05-24
34373,User_034373,58,Male,Bangladesh,IT Professional,Higher Secondary,Married,38338.83,91.0,6.4,91.6,46.8,66.8,ESFP,30.9,57.3,53.9,70.8,2025-09-28
34374,User_034374,60,Female,China,Homemaker,Higher Secondary,Married,182868.26,94.3,6.4,62.1,58.5,29.2,ESTJ,57.0,55.7,27.5,60.4,2025-07-16
34375,User_034375,23,Female,China,Government,Bachelor,Married,27835.26,100.0,5.0,60.8,33.6,68.3,ENFJ,81.1,30.2,23.1,85.4,2025-06-04
34376,User_034376,35,Male,India,Nurse,Master,Married,107275.2,100.0,7.1,100.0,39.8,21.8,INFP,50.9,78.5,58.5,94.8,2024-06-04
34377,User_034377,58,Female,Colombia,Artist,Master,Single,76868.37,100.0,7.8,56.0,27.6,65.9,ISFJ,46.5,74.8,22.9,74.7,2024-11-11
34378,User_034378,40,Male,Canada,IT Professional,No formal,Married,24083.26,93.2,7.7,68.0,84.1,31.2,ENTJ,72.8,30.2,30.5,62.7,2025-09-24
34379,User_034379,57,Male,China,IT Professional,PhD,Married,35940.98,100.0,7.7,82.2,53.3,44.2,ISFP,68.2,83.2,39.0,83.6,2024-04-23
34380,User_034380,61,Male,Germany,Government,Primary,Married,41540.39,85.6,10.1,77.8,37.4,0.0,INTP,37.0,43.3,12.6,59.9,2025-09-26
34381,User_034381,39,Female,Brazil,Artist,No formal,Married,7427.66,90.5,6.2,53.9,35.2,78.6,ESFP,29.8,18.0,28.7,84.6,2024-04-30
34382,User_034382,49,Female,Bangladesh,Doctor,Bachelor,Married,134682.65,100.0,5.5,67.9,70.2,66.0,ISTP,40.2,54.1,42.7,93.5,2024-09-15
34383,User_034383,43,Male,Brazil,Homemaker,Higher Secondary,Married,40247.84,100.0,8.6,64.5,75.6,75.9,ENTJ,36.8,59.9,16.6,84.1,2024-03-19
34384,User_034384,67,Male,China,Government,Secondary,Single,46183.54,88.2,6.0,45.3,59.0,23.6,INFJ,42.9,64.5,73.3,94.6,2025-09-14
34385,User_034385,43,Male,India,Teacher,Secondary,Single,10211.03,81.0,7.6,73.3,4.4,3.4,INTP,21.7,27.8,42.8,74.7,2025-10-17
34386,User_034386,30,Male,India,Retired,Bachelor,Married,52777.92,100.0,8.7,49.7,91.3,27.0,ESTP,49.1,68.4,33.1,67.7,2025-07-13
34387,User_034387,60,Female,Vietnam,Manager,Bachelor,Single,54463.72,100.0,7.9,92.5,26.6,4.2,ENTJ,30.6,73.2,30.5,77.4,2025-09-14
34388,User_034388,53,Female,Pakistan,Farmer,Master,Married,50739.09,99.0,7.5,70.9,36.7,52.6,ENTJ,53.4,80.1,28.7,87.0,2024-06-07
34389,User_034389,38,Male,Ukraine,Service,Bachelor,Single,27717.69,100.0,7.9,67.3,47.7,70.8,INFJ,61.8,62.4,33.9,73.4,2024-11-23
34390,User_034390,36,Female,China,Homemaker,Primary,Married,10076.62,99.2,6.6,95.1,76.2,40.5,INTP,56.4,46.5,34.4,81.2,2025-08-22
34391,User_034391,37,Male,India,Student,Bachelor,Married,38970.64,100.0,6.4,82.7,54.9,33.2,ESTP,23.4,45.1,49.6,78.8,2024-12-02
34392,User_034392,41,Female,India,Teacher,Bachelor,Single,29693.08,95.2,9.3,77.6,37.6,59.5,ISTP,61.1,66.9,59.2,85.8,2025-03-30
34393,User_034393,68,Female,Pakistan,Freelancer,Higher Secondary,Married,104258.95,98.1,7.3,66.3,20.7,62.3,INTJ,47.3,53.0,62.5,81.7,2025-02-03
34394,User_034394,72,Male,Nigeria,IT Professional,Higher Secondary,Married,100168.54,97.0,5.8,79.7,17.6,59.6,ENTP,52.3,67.9,30.5,85.8,2025-05-01
34395,User_034395,35,Male,India,Freelancer,Higher Secondary,Divorced,30917.11,100.0,7.4,81.6,74.5,73.5,ESTJ,25.9,68.3,45.3,88.0,2025-12-02
34396,User_034396,55,Male,China,Writer,Higher Secondary,Single,59200.64,100.0,7.3,74.7,36.4,33.9,ESFJ,36.5,83.4,40.0,82.5,2024-12-06
34397,User_034397,48,Female,South Africa,Retired,Bachelor,Single,49720.64,97.0,7.7,62.2,72.2,23.1,ESFJ,40.3,51.2,17.1,79.1,2025-09-07
34398,User_034398,45,Female,China,Doctor,Master,Married,74216.79,98.0,7.7,92.7,49.0,31.7,ENTP,77.8,51.2,33.6,62.2,2025-04-16
34399,User_034399,37,Female,Bangladesh,Retired,No formal,Married,15337.57,100.0,8.6,96.8,87.3,6.7,INTJ,12.0,41.4,28.3,80.5,2024-07-30
34400,User_034400,46,Female,India,Business Owner,Bachelor,Single,32117.63,100.0,8.5,47.2,20.7,59.5,ENTJ,77.6,68.6,72.2,83.1,2025-05-02
34401,User_034401,30,Female,Ethiopia,Government,Bachelor,Single,47531.47,98.1,7.2,59.5,63.4,14.1,ENFP,39.7,45.0,16.9,57.6,2024-11-06
34402,User_034402,29,Male,Kenya,Business Owner,Higher Secondary,Married,62584.51,100.0,8.2,74.9,64.8,61.7,ISTJ,49.2,70.4,24.8,84.8,2025-10-06
34403,User_034403,42,Male,Brazil,Athlete,Higher Secondary,Single,35433.03,100.0,7.6,72.7,72.5,47.1,ENFP,52.9,91.8,30.2,87.3,2024-10-29
34404,User_034404,52,Female,Ukraine,Writer,Secondary,Single,49894.69,97.4,7.2,44.0,7.9,33.7,INTP,9.5,47.3,47.2,74.0,2025-07-04
34405,User_034405,71,Female,Iran,Homemaker,PhD,Single,57617.65,81.7,7.3,61.5,29.4,55.3,INTP,31.8,36.1,54.4,84.0,2024-05-01
34406,User_034406,34,Female,Kenya,Service,Bachelor,Single,66093.87,100.0,7.8,58.9,45.6,52.4,ENFJ,65.2,46.9,45.3,72.8,2025-02-28
34407,User_034407,52,Male,Indonesia,Doctor,Higher Secondary,Single,55595.12,100.0,9.5,74.3,62.1,26.2,INTP,26.5,56.3,49.1,66.5,2024-11-01
34408,User_034408,33,Female,China,Unemployed,Bachelor,Married,43017.21,100.0,8.6,65.5,30.0,64.4,INFJ,49.1,79.1,43.3,78.8,2024-02-11
34409,User_034409,52,Female,DR Congo,Artist,Higher Secondary,Married,46961.44,100.0,7.4,85.9,47.6,34.6,ESFJ,33.0,68.0,61.6,74.7,2025-08-03
34410,User_034410,49,Male,Sweden,Government,Secondary,Married,58727.05,91.5,8.8,61.1,9.6,43.4,ISFP,57.1,48.1,31.3,69.7,2025-05-07
34411,User_034411,51,Male,China,Doctor,Higher Secondary,Married,25605.32,92.5,9.4,46.4,69.4,43.7,ISTJ,64.8,47.9,26.2,81.8,2025-06-12
34412,User_034412,32,Male,Australia,Unemployed,Secondary,Single,26675.0,100.0,4.9,63.0,58.7,67.2,ENFP,41.2,24.1,33.9,59.3,2024-04-29
34413,User_034413,22,Female,Canada,Retired,Higher Secondary,Married,101631.42,86.3,6.2,68.6,63.0,18.9,ENFP,63.3,31.2,74.5,60.1,2025-08-20
34414,User_034414,56,Male,China,Teacher,No formal,Married,33977.14,92.7,8.5,81.3,62.8,41.4,ISTJ,78.0,60.3,71.1,80.7,2025-08-14
34415,User_034415,79,Female,Malaysia,Teacher,Higher Secondary,Divorced,132844.4,98.2,8.5,73.4,77.8,35.6,ESTJ,39.2,40.6,46.8,82.8,2024-01-10
34416,User_034416,79,Female,Indonesia,Artist,Primary,Single,83738.17,79.8,9.9,50.6,15.7,71.5,ENTJ,62.0,24.4,28.1,96.0,2025-10-04
34417,User_034417,20,Female,India,Sales,Bachelor,Single,63153.5,100.0,8.7,68.7,63.5,53.2,ENFJ,46.6,74.6,21.7,92.6,2025-10-07
34418,User_034418,69,Non-binary,Mexico,Student,Higher Secondary,Single,24899.18,95.2,7.6,71.5,40.7,55.2,ENFP,67.2,64.7,33.7,71.4,2025-06-24
34419,User_034419,63,Female,Bangladesh,Nurse,Bachelor,Divorced,50072.97,100.0,7.3,95.4,79.2,88.3,ISFJ,25.2,67.0,41.5,100.0,2024-06-21
34420,User_034420,85,Male,India,Student,Higher Secondary,Married,28035.46,67.8,6.7,54.3,12.5,22.4,ESTP,41.6,47.3,52.9,78.0,2025-06-26
34421,User_034421,60,Male,Kenya,Manager,Secondary,Married,17016.42,99.4,6.4,53.6,61.2,48.1,INTJ,44.6,23.5,32.0,100.0,2024-06-17
34422,User_034422,33,Female,China,Freelancer,Secondary,Single,26442.19,100.0,7.4,42.6,62.5,23.6,ISFP,51.6,66.6,35.3,93.5,2024-08-14
34423,User_034423,52,Female,India,Business Owner,Master,Divorced,49299.85,100.0,6.5,72.1,19.4,59.1,INFJ,30.7,45.2,40.0,74.7,2024-07-09
34424,User_034424,30,Female,China,Sales,Secondary,Single,25721.53,100.0,8.4,63.7,63.2,25.8,ESTJ,47.7,74.5,45.3,83.3,2024-02-13
34425,User_034425,46,Female,Indonesia,Teacher,Bachelor,Married,41014.31,100.0,7.2,50.6,56.0,18.0,ENFJ,71.8,66.7,43.4,83.2,2025-11-02
34426,User_034426,57,Female,China,Unemployed,Bachelor,Single,74871.63,100.0,6.4,67.4,40.3,9.2,INFJ,42.8,43.0,18.9,83.3,2024-07-08
34427,User_034427,42,Male,India,Student,Master,Married,51942.45,100.0,7.0,67.8,41.9,88.1,ESTJ,22.4,38.8,44.1,100.0,2025-05-30
