pattern_id,user_id,habit_strength,habit_consistency,procrastination_score,discipline_score,addiction_score,distraction_pattern,focus_pattern,stress_pattern,coping_style,decision_style,thinking_style,learning_style,risk_behavior,emotional_pattern,social_pattern,growth_pattern,stability_index,recorded_at
64128,64128,58.8,68.5,37.2,64.3,80.9,36.2,53.3,71.2,Spiritual,Intuitive,Systems,Visual,42.9,26.6,50.8,52.5,37.5,2025-06-30
64129,64129,31.2,50.9,55.0,47.1,64.4,69.1,31.6,41.8,Social,Conceptual,Critical,Kinesthetic,44.8,23.4,41.4,24.8,29.8,2025-06-30
64130,64130,61.3,53.7,66.9,53.4,79.2,73.8,24.6,59.3,Mixed,Intuitive,Critical,Auditory,45.6,9.3,51.6,37.8,32.8,2025-06-30
64131,64131,19.3,22.6,74.6,27.6,85.0,84.2,13.5,75.2,Avoidance,Directive,Creative,Reading/Writing,35.0,48.1,30.0,56.6,39.3,2025-06-30
64132,64132,49.6,34.6,53.8,45.4,84.9,66.8,18.2,55.2,Problem-focused,Intuitive,Critical,Visual,18.0,27.0,60.8,52.2,27.0,2025-06-30
64133,64133,49.4,63.9,32.9,53.3,73.0,71.7,26.3,23.0,Emotion-focused,Directive,Linear,Auditory,42.6,27.6,46.5,35.5,40.2,2025-06-30
64134,64134,58.1,53.1,67.2,51.8,58.8,100.0,13.8,36.3,Spiritual,Behavioral,Lateral,Reading/Writing,68.7,31.6,38.9,38.0,51.1,2025-06-30
64135,64135,80.1,61.7,41.6,67.3,51.3,53.7,40.4,34.1,Emotion-focused,Directive,Critical,Reading/Writing,50.2,7.9,43.9,41.3,35.0,2025-06-30
64136,64136,44.7,44.2,53.2,49.9,68.3,54.0,33.6,35.5,Social,Directive,Systems,Reading/Writing,24.7,34.3,56.5,41.0,41.2,2025-06-30
64137,64137,15.6,34.6,61.5,40.0,74.6,100.0,15.1,72.6,Spiritual,Conceptual,Creative,Visual,40.7,9.5,51.6,40.4,22.7,2025-06-30
64138,64138,44.9,46.1,58.5,46.7,80.1,53.9,38.5,77.3,Social,Analytical,Critical,Kinesthetic,35.5,18.0,23.9,41.3,28.1,2025-06-30
64139,64139,74.6,52.4,54.4,51.4,72.0,46.1,45.6,61.0,Emotion-focused,Directive,Lateral,Kinesthetic,37.8,6.2,61.1,41.4,36.5,2025-06-30
64140,64140,66.6,54.9,44.7,51.1,91.9,91.4,27.5,63.3,Social,Conceptual,Linear,Visual,43.2,39.7,52.6,46.1,38.3,2025-06-30
64141,64141,93.3,98.5,42.0,93.1,33.8,34.7,56.5,51.8,Mixed,Intuitive,Systems,Multimodal,33.9,77.1,47.6,66.5,86.0,2025-06-30
64142,64142,84.7,83.0,35.8,80.9,50.4,39.9,54.3,24.1,Problem-focused,Conceptual,Lateral,Visual,35.2,69.3,47.3,69.0,68.0,2025-06-30
64143,64143,67.5,62.9,19.4,78.8,39.2,32.9,55.5,53.5,Avoidance,Intuitive,Critical,Kinesthetic,25.7,37.0,83.0,65.4,29.2,2025-06-30
64144,64144,32.6,49.7,36.2,53.9,72.1,33.6,61.1,37.8,Avoidance,Behavioral,Lateral,Multimodal,31.3,40.3,3.1,42.7,41.8,2025-06-30
64145,64145,66.5,58.4,51.7,57.8,63.0,72.0,40.0,32.4,Mixed,Conceptual,Linear,Reading/Writing,33.8,56.6,43.7,57.9,57.2,2025-06-30
64146,64146,69.6,66.2,61.8,71.6,56.0,51.7,45.6,48.2,Social,Analytical,Critical,Auditory,20.9,36.2,19.2,67.5,58.6,2025-06-30
64147,64147,35.0,43.9,60.2,42.2,71.9,83.0,13.6,90.6,Mixed,Conceptual,Critical,Multimodal,56.6,31.0,53.8,32.8,34.3,2025-06-30
64148,64148,51.6,47.4,66.5,47.1,89.4,56.3,37.8,42.0,Avoidance,Behavioral,Creative,Auditory,63.8,13.2,50.6,42.4,35.5,2025-06-30
64149,64149,55.5,35.7,49.4,52.9,78.8,44.0,55.4,0.0,Problem-focused,Behavioral,Systems,Visual,21.8,77.0,28.0,67.7,58.7,2025-06-30
64150,64150,85.2,85.8,17.5,82.3,33.9,43.6,52.8,37.2,Mixed,Behavioral,Critical,Reading/Writing,19.9,63.4,33.7,64.0,78.0,2025-06-30
64151,64151,17.7,29.0,74.7,27.1,77.1,86.8,19.9,49.4,Mixed,Behavioral,Lateral,Reading/Writing,18.7,32.0,52.9,26.5,43.3,2025-06-30
64152,64152,47.3,37.2,65.1,43.3,69.8,88.2,20.9,53.6,Social,Intuitive,Lateral,Auditory,28.3,30.1,37.5,43.1,38.0,2025-06-30
64153,64153,71.7,67.8,38.3,71.5,57.6,45.8,42.8,25.6,Spiritual,Intuitive,Critical,Reading/Writing,39.3,18.6,29.4,54.5,33.4,2025-06-30
64154,64154,59.8,61.7,62.8,53.0,79.3,63.0,31.1,58.6,Mixed,Conceptual,Creative,Auditory,27.9,25.1,65.9,29.0,46.3,2025-06-30
64155,64155,39.3,45.5,55.1,42.5,77.6,74.6,35.5,49.2,Emotion-focused,Conceptual,Critical,Reading/Writing,16.5,30.1,85.4,48.4,44.3,2025-06-30
64156,64156,72.8,56.9,52.7,62.5,71.0,57.7,31.0,20.2,Emotion-focused,Intuitive,Systems,Multimodal,35.8,38.5,36.8,51.6,53.8,2025-06-30
64157,64157,58.9,48.6,46.6,59.8,70.2,49.3,44.3,21.8,Avoidance,Analytical,Creative,Multimodal,72.5,54.0,19.5,63.3,64.5,2025-06-30
64158,64158,38.1,51.3,60.7,50.8,69.0,71.4,38.6,19.1,Spiritual,Directive,Critical,Kinesthetic,37.3,22.9,41.8,36.3,32.0,2025-06-30
64159,64159,48.0,63.5,46.5,62.2,59.0,79.2,24.3,44.4,Avoidance,Conceptual,Systems,Visual,54.7,14.0,12.9,51.7,36.8,2025-06-30
64160,64160,46.4,43.2,46.2,52.1,58.3,53.0,49.5,57.0,Emotion-focused,Analytical,Linear,Auditory,0.0,55.4,93.2,53.0,55.2,2025-06-30
64161,64161,53.9,33.5,61.8,43.6,87.8,47.2,37.6,50.5,Problem-focused,Intuitive,Critical,Kinesthetic,71.1,51.0,73.7,39.9,37.4,2025-06-30
64162,64162,50.8,65.6,51.1,61.7,50.7,53.0,46.2,79.3,Social,Conceptual,Linear,Visual,26.4,10.6,91.1,48.0,39.6,2025-06-30
64163,64163,56.3,46.9,52.9,52.2,66.6,79.4,27.1,38.0,Emotion-focused,Directive,Systems,Multimodal,25.0,6.2,42.6,26.5,24.5,2025-06-30
64164,64164,22.6,12.9,88.1,14.5,100.0,62.6,36.9,51.1,Mixed,Intuitive,Systems,Reading/Writing,36.0,6.7,71.4,22.0,26.5,2025-06-30
64165,64165,67.0,63.2,52.2,61.4,75.4,78.4,27.4,12.5,Avoidance,Directive,Critical,Reading/Writing,23.2,35.5,74.1,48.7,52.8,2025-06-30
64166,64166,82.0,72.0,29.1,71.8,52.5,69.1,44.6,42.9,Problem-focused,Analytical,Linear,Visual,40.2,16.3,81.1,29.4,36.4,2025-06-30
64167,64167,64.9,62.9,30.6,70.2,73.1,38.8,47.3,46.0,Mixed,Behavioral,Creative,Multimodal,48.7,57.6,66.6,55.7,64.1,2025-06-30
64168,64168,61.0,66.8,27.5,67.9,20.3,60.1,34.3,29.2,Avoidance,Behavioral,Critical,Auditory,58.1,65.1,22.8,51.5,69.1,2025-06-30
64169,64169,57.3,80.7,41.4,60.8,72.1,51.9,37.2,39.0,Spiritual,Behavioral,Linear,Multimodal,49.2,47.3,23.6,57.4,58.2,2025-06-30
64170,64170,68.5,77.6,13.0,74.5,72.8,55.4,58.3,46.9,Mixed,Behavioral,Lateral,Reading/Writing,31.1,50.0,78.1,59.7,65.4,2025-06-30
64171,64171,43.7,45.4,43.1,52.1,60.4,74.7,26.0,18.2,Social,Behavioral,Lateral,Auditory,43.4,59.3,15.3,64.1,52.4,2025-06-30
64172,64172,75.0,65.2,52.3,64.6,59.9,71.3,34.1,44.2,Avoidance,Intuitive,Critical,Kinesthetic,22.0,18.9,65.8,68.2,48.3,2025-06-30
64173,64173,52.1,66.6,59.9,58.6,72.1,62.5,42.4,77.0,Mixed,Analytical,Creative,Auditory,28.5,57.4,47.7,58.9,60.2,2025-06-30
64174,64174,17.0,29.5,70.2,32.8,75.7,100.0,8.3,1.0,Problem-focused,Intuitive,Systems,Visual,23.1,18.2,55.1,24.6,23.2,2025-06-30
64175,64175,72.2,69.0,43.0,70.9,65.2,45.7,43.7,73.9,Avoidance,Conceptual,Critical,Kinesthetic,27.4,29.4,25.2,54.9,49.6,2025-06-30
64176,64176,51.8,74.6,37.5,68.7,70.4,61.3,37.0,27.0,Social,Conceptual,Critical,Auditory,19.0,68.2,14.8,51.2,66.6,2025-06-30
64177,64177,64.9,71.9,37.5,57.3,72.8,49.0,49.1,32.9,Emotion-focused,Directive,Lateral,Kinesthetic,16.4,44.7,42.0,52.7,51.1,2025-06-30
64178,64178,60.1,67.6,49.7,61.3,66.3,58.0,50.3,61.4,Social,Analytical,Lateral,Reading/Writing,5.9,47.2,57.2,46.7,53.8,2025-06-30
64179,64179,52.0,41.2,59.4,45.6,73.7,69.9,35.8,37.9,Social,Directive,Lateral,Reading/Writing,14.0,25.7,73.4,34.3,30.9,2025-06-30
64180,64180,55.8,39.1,67.0,44.7,70.7,79.9,15.6,65.9,Social,Conceptual,Systems,Auditory,13.0,6.9,76.5,33.4,19.0,2025-06-30
64181,64181,35.3,43.9,80.0,43.6,59.4,87.1,30.5,42.9,Mixed,Directive,Critical,Visual,12.2,11.2,50.7,43.0,44.4,2025-06-30
64182,64182,31.0,41.6,67.4,43.0,100.0,79.2,22.9,44.1,Emotion-focused,Directive,Lateral,Reading/Writing,42.7,7.9,52.8,39.7,22.4,2025-06-30
64183,64183,52.4,47.2,52.6,46.7,69.9,78.6,27.0,41.0,Avoidance,Analytical,Lateral,Visual,64.9,48.0,57.1,50.1,41.5,2025-06-30
64184,64184,46.6,34.1,68.2,37.7,73.4,67.6,28.1,46.6,Social,Conceptual,Critical,Visual,69.5,79.1,36.4,38.2,54.8,2025-06-30
64185,64185,100.0,84.5,49.3,90.2,41.9,5.3,84.1,48.1,Mixed,Behavioral,Critical,Multimodal,35.7,62.7,1.5,78.1,73.5,2025-06-30
64186,64186,52.1,54.4,41.1,54.0,48.1,74.0,23.5,69.7,Mixed,Analytical,Critical,Visual,68.9,65.2,69.5,33.5,45.1,2025-06-30
64187,64187,50.3,56.6,45.4,53.3,68.5,59.8,39.2,44.0,Avoidance,Conceptual,Systems,Kinesthetic,39.8,55.8,31.7,58.6,58.6,2025-06-30
64188,64188,63.3,52.0,26.0,58.0,47.2,79.9,26.3,25.0,Social,Analytical,Critical,Visual,30.8,49.6,67.5,44.0,42.6,2025-06-30
64189,64189,60.9,75.9,33.3,70.7,36.5,26.5,67.0,59.9,Problem-focused,Intuitive,Lateral,Reading/Writing,50.8,39.5,88.4,51.3,49.1,2025-06-30
64190,64190,66.2,51.6,63.0,53.7,63.0,53.5,41.1,54.4,Mixed,Directive,Creative,Multimodal,46.6,67.5,43.9,56.3,51.8,2025-06-30
64191,64191,49.5,60.8,49.7,55.0,75.2,84.3,19.8,60.6,Avoidance,Intuitive,Linear,Auditory,9.3,25.4,69.6,55.7,33.5,2025-06-30
64192,64192,45.6,48.1,45.1,47.6,84.4,83.8,27.9,65.0,Social,Conceptual,Systems,Visual,72.9,36.9,70.6,16.9,50.0,2025-06-30
64193,64193,50.9,52.3,54.9,53.9,73.6,55.8,43.1,64.2,Avoidance,Intuitive,Critical,Kinesthetic,44.9,65.0,59.0,50.5,56.1,2025-06-30
64194,64194,66.7,63.2,44.9,65.4,56.3,51.1,55.9,34.4,Spiritual,Behavioral,Lateral,Reading/Writing,24.2,72.0,40.6,63.4,61.9,2025-06-30
64195,64195,70.4,85.4,30.2,77.5,23.2,32.2,64.8,63.6,Social,Analytical,Linear,Multimodal,39.1,20.4,61.5,58.9,44.4,2025-06-30
64196,64196,75.6,68.1,51.3,64.2,42.0,57.8,46.6,34.1,Mixed,Directive,Systems,Auditory,0.8,80.6,30.1,81.4,80.3,2025-06-30
64197,64197,47.0,18.3,73.8,32.4,74.8,81.4,21.2,26.2,Social,Intuitive,Critical,Kinesthetic,76.8,48.0,37.0,25.1,43.7,2025-06-30
64198,64198,68.3,66.9,35.0,67.1,67.7,42.2,57.2,49.0,Problem-focused,Conceptual,Systems,Multimodal,0.0,33.6,71.5,61.4,45.5,2025-06-30
64199,64199,61.1,49.0,64.8,57.4,85.0,67.0,34.4,43.7,Emotion-focused,Directive,Creative,Visual,18.7,19.4,18.7,48.9,24.5,2025-06-30
64200,64200,76.0,61.2,45.2,57.0,65.7,75.9,29.9,27.9,Spiritual,Analytical,Linear,Auditory,29.2,22.4,58.5,61.4,44.9,2025-06-30
64201,64201,27.0,8.5,78.4,19.4,100.0,86.5,6.1,59.0,Mixed,Behavioral,Lateral,Reading/Writing,0.0,49.4,87.2,43.2,22.8,2025-06-30
64202,64202,33.7,34.9,69.4,31.1,71.7,88.9,13.9,56.3,Emotion-focused,Conceptual,Linear,Multimodal,19.8,51.7,61.6,17.1,38.9,2025-06-30
64203,64203,40.8,58.1,49.8,55.3,48.9,68.6,32.0,54.3,Emotion-focused,Conceptual,Linear,Kinesthetic,61.6,8.6,75.5,49.8,39.5,2025-06-30
64204,64204,65.6,50.3,50.3,53.6,90.3,78.6,21.3,30.9,Mixed,Analytical,Creative,Visual,63.5,48.7,41.5,31.2,47.9,2025-06-30
64205,64205,93.4,81.6,27.9,80.5,45.8,25.4,68.8,40.6,Spiritual,Behavioral,Systems,Reading/Writing,36.2,20.1,5.4,61.7,55.1,2025-06-30
64206,64206,68.3,58.0,61.8,55.6,59.0,46.6,41.1,47.5,Social,Conceptual,Critical,Auditory,37.1,16.2,20.8,32.7,47.4,2025-06-30
64207,64207,48.0,48.4,69.9,49.8,85.3,91.5,10.8,41.8,Social,Conceptual,Lateral,Visual,36.3,51.9,50.9,51.8,61.6,2025-06-30
64208,64208,81.9,55.6,22.5,72.2,56.2,61.2,32.0,60.5,Problem-focused,Analytical,Systems,Visual,33.2,51.2,50.7,43.4,44.6,2025-06-30
64209,64209,54.4,58.5,54.3,49.4,70.2,78.3,21.1,51.1,Emotion-focused,Behavioral,Critical,Auditory,28.2,46.8,100.0,51.0,40.9,2025-06-30
64210,64210,46.2,31.4,69.9,39.1,60.6,62.1,32.1,47.5,Problem-focused,Analytical,Linear,Auditory,23.6,8.1,76.0,24.8,18.5,2025-06-30
64211,64211,32.0,49.0,66.2,38.4,85.7,92.0,16.1,37.5,Social,Conceptual,Lateral,Visual,29.8,74.9,43.7,47.9,63.5,2025-06-30
64212,64212,68.9,65.4,49.7,53.8,77.8,54.9,45.4,42.4,Social,Behavioral,Creative,Auditory,24.0,39.3,53.2,44.4,57.9,2025-06-30
64213,64213,87.1,71.0,30.1,74.9,43.5,41.6,54.7,81.5,Emotion-focused,Behavioral,Critical,Visual,49.3,31.7,30.8,55.7,44.4,2025-06-30
64214,64214,44.9,62.6,37.2,65.6,61.5,65.4,34.7,44.9,Spiritual,Behavioral,Creative,Visual,74.3,57.9,57.6,69.7,57.2,2025-06-30
64215,64215,42.2,44.0,42.8,41.9,74.2,78.0,26.8,41.1,Avoidance,Intuitive,Systems,Visual,19.8,23.9,75.0,39.1,34.3,2025-06-30
64216,64216,70.1,43.1,47.7,55.3,50.0,76.3,25.4,34.6,Mixed,Conceptual,Lateral,Visual,58.9,55.0,62.3,60.0,43.6,2025-06-30
64217,64217,53.6,47.6,57.1,56.8,76.3,40.3,44.6,74.1,Problem-focused,Analytical,Creative,Multimodal,13.6,58.0,69.7,40.4,42.3,2025-06-30
64218,64218,74.4,65.7,43.9,71.7,51.5,46.3,57.4,40.5,Emotion-focused,Intuitive,Lateral,Kinesthetic,67.3,51.1,100.0,58.3,60.9,2025-06-30
64219,64219,45.7,47.5,51.9,48.4,75.0,52.0,39.1,49.2,Spiritual,Behavioral,Creative,Visual,52.3,64.8,14.8,37.8,53.3,2025-06-30
64220,64220,79.9,57.4,33.7,67.6,48.0,75.6,33.4,75.5,Problem-focused,Intuitive,Creative,Auditory,58.1,28.4,78.5,54.7,43.2,2025-06-30
64221,64221,29.9,44.7,52.4,42.8,92.8,50.0,49.8,71.2,Emotion-focused,Analytical,Systems,Multimodal,28.8,40.5,50.4,31.1,47.8,2025-06-30
64222,64222,60.3,74.4,46.5,66.8,42.6,52.3,50.9,51.9,Emotion-focused,Intuitive,Creative,Visual,67.7,15.2,60.7,53.9,47.3,2025-06-30
64223,64223,42.9,28.5,84.1,26.7,77.8,87.4,22.7,82.4,Problem-focused,Directive,Lateral,Reading/Writing,56.0,56.2,70.2,41.0,53.0,2025-06-30
64224,64224,57.7,61.4,50.7,53.4,54.1,63.2,47.6,23.7,Spiritual,Intuitive,Creative,Reading/Writing,53.5,44.7,100.0,43.5,51.5,2025-06-30
64225,64225,31.6,30.5,69.2,26.4,82.9,92.4,26.1,41.8,Problem-focused,Directive,Systems,Kinesthetic,37.0,63.4,73.2,51.1,27.5,2025-06-30
64226,64226,70.3,78.6,34.7,76.6,57.3,48.9,41.7,79.2,Problem-focused,Behavioral,Critical,Kinesthetic,49.2,57.3,45.3,41.5,68.7,2025-06-30
64227,64227,0.0,21.0,80.6,23.8,100.0,98.6,5.5,36.0,Spiritual,Conceptual,Lateral,Kinesthetic,55.6,34.6,97.4,18.2,21.2,2025-06-30
64228,64228,56.2,40.5,49.6,47.3,80.1,72.9,34.7,16.0,Spiritual,Behavioral,Linear,Kinesthetic,73.5,24.4,80.1,34.6,25.7,2025-06-30
64229,64229,70.9,67.0,19.8,72.7,48.7,33.2,61.1,27.4,Emotion-focused,Conceptual,Creative,Auditory,57.5,53.7,23.4,65.0,61.1,2025-06-30
64230,64230,60.0,44.7,51.4,59.8,75.9,59.9,36.0,57.3,Mixed,Intuitive,Lateral,Multimodal,37.4,65.1,56.2,56.0,47.7,2025-06-30
64231,64231,47.2,29.2,70.1,47.1,75.4,82.5,18.1,50.8,Social,Intuitive,Creative,Visual,3.0,17.9,55.5,43.7,39.8,2025-06-30
64232,64232,25.9,40.7,74.2,36.0,100.0,64.3,28.3,43.0,Avoidance,Directive,Critical,Auditory,33.2,72.3,23.7,50.8,59.1,2025-06-30
64233,64233,29.3,20.7,84.3,20.5,79.3,95.9,0.0,45.5,Emotion-focused,Conceptual,Systems,Auditory,21.2,0.0,42.0,0.0,14.0,2025-06-30
64234,64234,48.0,40.4,77.6,36.1,91.0,72.1,28.0,41.7,Mixed,Directive,Lateral,Reading/Writing,38.4,0.0,52.3,17.7,26.9,2025-06-30
64235,64235,57.0,64.6,32.0,62.4,42.5,92.4,11.4,70.9,Spiritual,Analytical,Critical,Kinesthetic,56.3,60.9,41.8,61.1,55.1,2025-06-30
64236,64236,75.7,74.8,54.0,68.9,69.0,58.3,44.4,18.3,Mixed,Behavioral,Creative,Reading/Writing,15.1,17.6,21.0,46.1,33.0,2025-06-30
64237,64237,73.5,43.7,50.8,62.9,46.5,49.9,42.7,42.9,Spiritual,Directive,Critical,Multimodal,68.3,34.4,59.7,33.9,40.7,2025-06-30
64238,64238,60.2,52.4,49.3,55.4,47.7,83.5,20.0,65.0,Spiritual,Directive,Systems,Multimodal,32.6,53.4,78.3,45.9,59.1,2025-06-30
64239,64239,43.5,45.2,52.7,46.0,73.2,95.4,7.6,37.1,Mixed,Intuitive,Systems,Visual,15.3,20.5,7.1,44.8,39.7,2025-06-30
64240,64240,53.5,40.3,55.3,52.1,84.5,64.6,28.6,62.5,Social,Behavioral,Critical,Visual,47.5,22.2,55.2,34.3,34.8,2025-06-30
64241,64241,67.2,64.8,41.5,60.2,50.0,73.6,32.5,40.1,Social,Conceptual,Lateral,Multimodal,31.9,14.1,43.5,42.5,41.4,2025-06-30
64242,64242,39.9,46.8,48.8,43.2,66.9,61.8,45.9,34.5,Avoidance,Conceptual,Creative,Kinesthetic,69.2,36.5,35.4,24.8,37.3,2025-06-30
64243,64243,100.0,68.4,7.1,89.1,46.2,53.6,59.6,80.5,Social,Analytical,Critical,Reading/Writing,25.9,47.2,66.7,89.3,60.6,2025-06-30
64244,64244,32.1,45.9,63.9,38.3,93.0,87.6,11.6,33.9,Problem-focused,Intuitive,Linear,Auditory,87.8,2.8,49.1,23.4,32.6,2025-06-30
64245,64245,68.8,64.8,73.0,53.8,83.7,64.8,19.2,57.7,Problem-focused,Behavioral,Creative,Reading/Writing,20.2,47.0,77.6,42.6,53.1,2025-06-30
64246,64246,43.6,54.3,51.4,45.1,75.6,70.0,35.6,48.2,Emotion-focused,Behavioral,Lateral,Multimodal,19.4,39.8,53.3,47.1,50.6,2025-06-30
64247,64247,84.4,100.0,27.1,84.1,24.0,31.7,69.8,40.3,Avoidance,Intuitive,Creative,Multimodal,54.8,18.8,43.1,56.4,63.7,2025-06-30
64248,64248,48.3,34.1,65.1,44.0,82.2,64.1,28.7,21.1,Emotion-focused,Directive,Creative,Auditory,45.2,6.7,84.8,40.8,27.3,2025-06-30
64249,64249,37.6,58.1,60.0,50.5,83.5,74.1,27.5,41.3,Problem-focused,Conceptual,Linear,Multimodal,0.0,10.8,37.7,30.2,25.2,2025-06-30
64250,64250,95.0,83.6,45.1,83.9,60.8,40.2,74.8,55.3,Problem-focused,Analytical,Creative,Visual,44.1,46.4,45.0,49.1,62.5,2025-06-30
64251,64251,28.0,32.1,73.1,35.0,73.3,76.8,16.5,35.9,Emotion-focused,Analytical,Creative,Kinesthetic,80.1,39.5,19.3,29.2,32.4,2025-06-30
64252,64252,79.5,68.3,22.7,74.9,28.4,49.5,34.1,34.0,Spiritual,Analytical,Creative,Reading/Writing,43.1,46.1,82.8,50.1,59.7,2025-06-30
64253,64253,76.6,80.3,28.4,84.3,38.3,40.9,50.4,51.5,Spiritual,Behavioral,Lateral,Visual,30.5,14.6,38.8,68.2,33.9,2025-06-30
64254,64254,46.0,65.2,55.9,55.1,55.6,53.1,53.5,29.8,Spiritual,Behavioral,Linear,Auditory,16.5,58.5,29.9,49.9,55.6,2025-06-30
64255,64255,51.3,53.9,23.2,58.3,66.9,47.5,43.9,84.1,Social,Analytical,Linear,Visual,36.6,18.2,49.1,38.3,34.5,2025-06-30
64256,64256,92.9,84.7,45.9,82.0,36.4,20.8,71.8,37.5,Spiritual,Analytical,Linear,Auditory,55.1,30.6,37.9,72.3,51.7,2025-06-30
64257,64257,51.5,50.0,73.5,50.7,67.3,58.9,40.7,47.0,Spiritual,Behavioral,Lateral,Visual,22.7,53.2,39.6,42.7,51.4,2025-06-30
64258,64258,58.8,60.1,23.8,66.4,70.1,59.2,41.0,14.1,Emotion-focused,Analytical,Systems,Reading/Writing,23.4,55.8,45.0,70.1,56.8,2025-06-30
64259,64259,56.4,61.2,53.9,55.9,84.2,68.8,34.8,49.1,Spiritual,Analytical,Creative,Multimodal,30.4,29.3,18.7,32.2,44.4,2025-06-30
64260,64260,36.3,34.9,62.9,42.8,84.0,76.6,28.9,64.9,Mixed,Behavioral,Systems,Auditory,44.6,17.4,38.3,50.8,24.3,2025-06-30
64261,64261,40.1,40.3,66.9,40.2,96.3,74.1,35.4,33.2,Social,Directive,Linear,Reading/Writing,70.5,14.8,80.5,52.0,28.3,2025-06-30
64262,64262,50.3,53.3,54.0,46.9,82.5,74.7,22.1,72.0,Spiritual,Analytical,Creative,Auditory,51.0,22.8,30.3,44.4,36.9,2025-06-30
64263,64263,18.6,26.9,84.0,24.7,84.6,100.0,0.0,27.5,Spiritual,Behavioral,Systems,Auditory,37.2,27.0,26.4,8.7,22.0,2025-06-30
64264,64264,80.6,30.6,61.1,56.8,45.8,55.2,46.0,71.5,Problem-focused,Conceptual,Linear,Reading/Writing,31.4,43.9,51.1,58.7,42.2,2025-06-30
64265,64265,9.9,15.0,100.0,12.2,100.0,100.0,0.0,27.1,Emotion-focused,Behavioral,Systems,Kinesthetic,68.3,68.9,34.3,38.6,51.3,2025-06-30
64266,64266,59.4,59.7,17.3,76.4,73.3,55.3,47.0,51.3,Social,Directive,Critical,Kinesthetic,39.8,28.7,47.6,66.0,40.9,2025-06-30
64267,64267,44.5,36.6,41.4,45.5,77.3,80.4,29.3,32.0,Mixed,Conceptual,Critical,Auditory,4.9,53.7,55.5,62.6,39.9,2025-06-30
64268,64268,61.9,73.8,33.1,77.8,43.1,53.4,51.1,59.4,Problem-focused,Conceptual,Linear,Kinesthetic,73.5,40.4,39.6,77.7,52.6,2025-06-30
64269,64269,64.1,65.3,41.0,62.5,67.6,71.8,25.2,37.2,Spiritual,Analytical,Critical,Auditory,29.4,68.9,61.5,79.2,51.1,2025-06-30
64270,64270,75.7,79.5,31.3,73.6,58.0,72.3,38.2,40.9,Social,Analytical,Systems,Auditory,7.0,36.7,36.0,57.0,61.0,2025-06-30
64271,64271,36.8,33.3,66.6,37.4,91.8,84.1,16.3,41.8,Problem-focused,Directive,Lateral,Multimodal,37.0,0.0,1.8,20.2,8.4,2025-06-30
64272,64272,54.9,64.1,43.0,60.8,52.0,61.9,31.7,31.7,Mixed,Directive,Lateral,Auditory,8.9,60.5,55.6,50.9,64.4,2025-06-30
64273,64273,82.7,75.5,26.6,77.0,43.0,44.6,48.5,46.7,Emotion-focused,Intuitive,Critical,Auditory,47.7,6.9,46.1,68.0,37.2,2025-06-30
64274,64274,88.3,72.0,22.0,91.3,39.1,54.8,49.0,60.8,Emotion-focused,Conceptual,Lateral,Multimodal,15.0,36.6,52.2,72.8,71.2,2025-06-30
64275,64275,60.2,59.9,33.8,63.5,52.1,45.0,53.7,46.4,Problem-focused,Conceptual,Systems,Kinesthetic,58.1,61.7,66.4,55.0,55.0,2025-06-30
64276,64276,36.9,35.3,86.0,35.6,89.5,56.1,37.4,72.9,Mixed,Behavioral,Systems,Auditory,21.8,49.7,21.5,29.1,43.1,2025-06-30
64277,64277,64.2,56.4,51.7,62.3,57.9,53.6,36.6,81.9,Avoidance,Conceptual,Critical,Kinesthetic,3.3,38.1,51.4,48.1,36.8,2025-06-30
64278,64278,42.9,39.4,41.9,45.4,61.0,77.0,36.8,62.1,Avoidance,Directive,Critical,Multimodal,14.8,76.0,72.1,61.4,66.5,2025-06-30
64279,64279,50.0,49.6,32.8,52.0,74.4,86.6,16.9,83.7,Emotion-focused,Directive,Critical,Kinesthetic,43.6,38.1,63.1,54.8,38.7,2025-06-30
64280,64280,52.6,52.8,43.8,57.3,62.8,78.1,28.4,29.3,Spiritual,Directive,Systems,Multimodal,29.9,49.6,25.1,44.3,41.0,2025-06-30
64281,64281,87.5,81.2,55.1,80.1,46.5,45.3,57.4,40.1,Problem-focused,Conceptual,Creative,Reading/Writing,49.8,66.4,57.0,61.1,52.7,2025-06-30
64282,64282,54.9,70.3,40.1,62.6,56.8,49.6,56.1,78.7,Avoidance,Directive,Linear,Auditory,61.5,6.8,0.0,59.6,47.4,2025-06-30
64283,64283,46.6,40.3,57.1,53.8,77.9,41.5,41.4,8.2,Spiritual,Behavioral,Creative,Reading/Writing,35.5,18.3,81.5,39.6,25.0,2025-06-30
64284,64284,45.6,42.2,51.1,43.4,78.5,71.4,38.7,40.7,Avoidance,Directive,Critical,Kinesthetic,20.8,31.2,63.3,36.3,38.6,2025-06-30
64285,64285,34.2,35.3,65.2,29.9,80.0,70.3,23.2,42.0,Mixed,Behavioral,Lateral,Reading/Writing,71.2,36.5,53.1,32.2,35.8,2025-06-30
64286,64286,69.9,63.0,43.9,70.8,49.9,43.8,49.7,37.9,Avoidance,Behavioral,Lateral,Multimodal,53.3,33.0,62.9,53.0,54.3,2025-06-30
64287,64287,66.4,59.2,35.2,63.1,21.5,37.9,42.0,43.3,Social,Analytical,Lateral,Visual,67.4,31.4,51.0,44.5,40.4,2025-06-30
