outcome_id,user_id,period,effort_score,surrender_score,balance_index,success_score,failure_score,productivity,creativity,leadership,financial_growth,career_growth,relationship_score,health_improvement,happiness_score,burnout_flag,success_label,recorded_at
39623,39623,Q3-2025,74.9,49.6,74.7,52.1,43.3,40.2,47.0,64.7,54.0,38.5,41.8,44.9,70.8,0,0,2025-12-31
39624,39624,H1-2025,53.7,48.3,94.6,78.8,18.2,36.0,40.7,99.6,10.4,60.3,7.2,39.3,64.0,0,1,2025-12-31
39625,39625,H1-2025,86.7,19.7,33.0,42.6,55.6,77.7,69.3,50.0,35.9,33.1,23.7,38.7,57.4,0,0,2025-12-31
39626,39626,Q4-2025,84.9,46.3,61.4,49.7,62.9,61.5,71.8,70.0,43.7,46.4,43.0,38.0,74.5,1,0,2025-12-31
39627,39627,Q4-2025,68.8,35.8,67.0,66.8,34.2,52.7,37.2,54.6,11.2,51.6,25.9,48.9,58.9,0,1,2025-12-31
39628,39628,Q2-2025,66.0,44.3,78.3,61.5,39.0,48.3,22.1,67.1,60.0,36.1,50.9,46.4,55.7,0,0,2025-12-31
39629,39629,H2-2025,62.7,31.9,69.2,61.5,38.5,48.7,64.2,53.4,29.7,51.0,0.0,27.6,43.6,0,0,2025-12-31
39630,39630,Q1-2025,48.2,39.2,91.0,62.3,35.3,35.8,45.0,64.3,13.0,47.0,13.0,46.5,74.2,0,0,2025-12-31
39631,39631,Q2-2025,45.8,29.4,83.6,70.8,33.0,41.3,50.0,60.5,44.9,58.3,24.0,26.2,51.3,0,1,2025-12-31
39632,39632,H1-2025,60.1,20.3,60.2,35.0,53.4,52.3,66.8,46.8,7.4,33.4,14.6,30.9,52.2,0,0,2025-12-31
39633,39633,Q2-2025,56.3,34.6,78.3,49.5,50.4,58.4,74.8,72.6,25.4,43.5,19.6,60.2,63.0,0,0,2025-12-31
39634,39634,Q3-2025,72.5,26.6,54.1,35.8,58.4,58.9,54.0,67.7,14.6,35.9,31.6,39.8,54.1,0,0,2025-12-31
39635,39635,H1-2025,82.6,71.8,89.2,77.0,21.9,60.4,33.3,77.0,48.5,54.5,52.2,28.0,82.5,0,1,2025-12-31
39636,39636,Q3-2025,49.7,71.5,78.2,59.0,46.7,53.1,49.6,66.9,30.5,52.2,46.2,13.0,81.4,0,0,2025-12-31
39637,39637,Q2-2025,78.2,76.3,98.1,62.4,32.9,26.5,37.2,64.7,10.3,48.1,58.3,15.2,53.8,0,0,2025-12-31
39638,39638,Q4-2025,74.1,65.8,91.7,74.5,32.2,73.4,77.7,85.8,42.1,74.3,48.3,27.8,59.6,1,1,2025-12-31
39639,39639,H2-2025,56.4,30.5,74.1,67.0,42.8,43.5,67.8,60.3,26.5,62.4,20.0,13.5,55.9,0,1,2025-12-31
39640,39640,H1-2025,70.4,51.4,81.0,66.3,41.6,57.3,55.4,67.4,32.4,59.3,42.4,36.5,49.0,0,1,2025-12-31
39641,39641,Q2-2025,96.9,36.8,39.9,37.8,66.9,81.9,21.1,56.6,36.4,36.2,18.4,53.0,52.0,0,0,2025-12-31
39642,39642,Q2-2025,45.8,52.8,93.0,75.1,20.8,45.3,56.2,84.0,38.0,52.2,14.0,9.7,52.6,0,1,2025-12-31
39643,39643,Q2-2025,72.6,60.5,87.9,52.7,48.0,67.0,48.2,51.7,16.0,55.4,37.9,20.7,57.0,0,0,2025-12-31
39644,39644,Q3-2025,60.8,69.7,91.1,65.1,33.4,48.6,95.9,74.2,39.8,53.2,50.1,64.8,55.9,0,1,2025-12-31
39645,39645,Q1-2025,75.9,31.4,55.5,49.7,55.3,50.3,57.9,55.0,57.0,43.0,54.0,34.8,52.0,0,0,2025-12-31
39646,39646,Q2-2025,63.9,57.8,93.9,77.7,11.9,39.5,21.0,72.9,22.9,69.8,36.5,22.8,90.6,0,1,2025-12-31
39647,39647,H2-2025,74.3,25.4,51.1,49.3,49.7,48.0,53.2,54.8,8.4,30.3,21.6,30.8,38.7,0,0,2025-12-31
39648,39648,Q4-2025,70.2,10.2,40.0,43.3,52.6,46.1,72.8,54.4,23.8,44.0,16.9,40.9,19.6,0,0,2025-12-31
39649,39649,Q4-2025,77.9,33.4,55.5,67.9,35.6,53.0,44.2,70.3,29.6,58.6,35.4,47.6,55.5,0,1,2025-12-31
39650,39650,Q2-2025,47.6,23.3,75.7,57.7,51.9,37.1,69.2,75.0,23.9,42.4,15.4,37.6,54.3,0,0,2025-12-31
39651,39651,Q3-2025,48.7,52.3,96.4,75.2,20.2,57.0,31.1,100.0,33.7,80.2,29.7,41.1,58.1,0,1,2025-12-31
39652,39652,Q1-2025,94.2,39.9,45.7,46.5,53.1,30.7,41.1,49.8,15.4,16.0,29.0,59.1,52.8,0,0,2025-12-31
39653,39653,Q1-2025,67.9,21.7,53.8,43.4,51.4,47.4,26.1,57.6,39.8,27.0,0.0,18.2,46.9,0,0,2025-12-31
39654,39654,Q1-2025,60.4,67.6,92.8,77.4,34.9,68.2,22.7,86.5,60.2,57.2,51.6,47.1,82.1,0,1,2025-12-31
39655,39655,Q3-2025,75.6,29.0,53.4,60.4,29.0,37.2,43.6,69.8,59.5,33.8,25.5,65.5,58.5,0,0,2025-12-31
39656,39656,Q4-2025,84.1,30.1,46.0,42.2,52.3,47.9,87.2,24.5,30.1,26.2,37.0,28.8,64.9,0,0,2025-12-31
39657,39657,Q1-2025,71.4,19.5,48.1,57.7,40.4,47.5,41.0,54.9,37.8,40.5,22.9,10.8,66.7,0,0,2025-12-31
39658,39658,H2-2025,60.8,57.5,96.7,95.8,5.1,66.7,70.1,74.8,32.8,59.7,52.6,49.1,77.6,0,1,2025-12-31
39659,39659,H2-2025,47.1,51.7,95.4,63.7,57.6,59.9,54.2,70.1,33.0,68.8,30.0,42.0,66.3,0,0,2025-12-31
39660,39660,H2-2025,62.9,42.9,80.0,53.4,48.5,53.9,61.4,45.8,35.0,28.6,47.3,12.4,36.8,0,0,2025-12-31
39661,39661,Q2-2025,47.4,51.1,96.3,83.8,19.1,62.7,65.6,79.4,55.7,72.5,26.3,30.5,66.6,0,1,2025-12-31
39662,39662,Q1-2025,30.2,25.8,95.6,65.1,30.4,27.9,55.8,56.0,-2.0,51.2,33.7,47.1,36.6,0,1,2025-12-31
39663,39663,H2-2025,65.4,35.2,69.8,57.3,37.1,42.9,63.7,68.0,22.5,60.0,30.4,27.7,54.4,0,0,2025-12-31
39664,39664,H2-2025,65.2,56.9,91.7,76.9,11.1,73.1,76.1,75.0,34.4,59.6,37.9,24.9,43.2,0,1,2025-12-31
39665,39665,Q3-2025,20.7,40.8,79.9,43.0,54.6,32.1,16.6,62.2,21.5,47.5,12.6,33.5,60.8,0,0,2025-12-31
39666,39666,Q1-2025,26.7,55.7,71.0,44.7,51.4,26.4,73.8,77.6,33.8,50.9,50.0,42.2,75.3,0,0,2025-12-31
39667,39667,Q1-2025,95.3,32.8,37.5,40.4,65.7,39.6,27.0,41.2,-2.0,33.1,25.8,9.3,48.8,0,0,2025-12-31
39668,39668,Q2-2025,64.6,26.4,61.8,43.0,60.9,18.0,74.7,68.9,5.9,34.6,16.3,22.8,54.7,0,0,2025-12-31
39669,39669,Q3-2025,55.9,43.4,87.5,72.9,29.2,33.1,39.7,60.8,46.8,64.5,27.6,35.3,68.9,0,1,2025-12-31
39670,39670,Q1-2025,77.8,61.9,84.1,80.5,23.6,44.8,55.8,72.2,61.4,56.1,52.6,35.6,72.7,1,1,2025-12-31
39671,39671,H2-2025,19.0,67.5,51.5,59.4,37.4,43.9,47.7,58.0,39.9,42.8,55.6,29.6,81.0,0,0,2025-12-31
39672,39672,Q3-2025,43.8,67.9,75.9,55.6,51.6,47.3,41.6,82.2,51.7,52.0,57.2,36.9,44.9,0,0,2025-12-31
39673,39673,Q4-2025,84.5,31.5,47.0,56.8,44.3,61.7,83.8,71.6,34.7,62.1,33.4,40.9,69.5,0,0,2025-12-31
39674,39674,Q3-2025,57.9,35.3,77.4,65.4,46.1,45.6,62.1,78.8,35.8,67.1,31.8,70.6,76.0,0,1,2025-12-31
39675,39675,H2-2025,88.0,83.5,95.5,62.4,35.3,36.5,47.2,67.0,3.8,56.5,53.8,31.0,38.1,0,0,2025-12-31
39676,39676,Q3-2025,73.7,60.3,86.6,64.0,34.2,69.9,14.5,81.9,9.1,49.7,28.5,23.1,63.6,0,0,2025-12-31
39677,39677,Q2-2025,69.3,34.7,65.4,58.0,41.3,41.6,24.3,65.7,19.5,55.3,20.2,9.0,57.6,1,0,2025-12-31
39678,39678,Q2-2025,75.0,49.9,74.9,56.8,50.7,62.6,58.6,62.0,49.5,45.0,55.8,66.9,52.2,0,0,2025-12-31
39679,39679,Q1-2025,53.4,58.5,94.9,75.6,19.3,47.6,93.7,78.7,44.2,77.8,46.1,76.3,46.0,0,1,2025-12-31
39680,39680,H1-2025,40.8,17.7,76.9,49.6,48.4,46.7,87.1,79.9,37.8,37.5,19.0,50.2,71.9,0,0,2025-12-31
39681,39681,H1-2025,82.0,10.3,28.3,16.7,96.7,45.1,41.9,44.9,20.6,9.6,16.1,25.4,58.9,0,0,2025-12-31
39682,39682,Q1-2025,34.4,45.2,89.2,59.9,28.4,51.6,35.9,62.0,38.7,32.8,29.8,54.7,51.5,0,0,2025-12-31
39683,39683,H2-2025,48.8,62.6,86.2,67.1,42.9,50.8,47.2,59.0,11.5,49.8,37.9,36.0,63.2,0,1,2025-12-31
39684,39684,Q3-2025,56.1,58.0,98.1,84.1,20.2,23.2,62.0,74.7,46.4,80.8,29.0,33.0,63.5,1,1,2025-12-31
39685,39685,H2-2025,47.5,50.4,97.1,62.2,40.9,41.2,68.5,62.6,-0.0,34.2,9.7,50.5,55.5,0,0,2025-12-31
39686,39686,Q4-2025,90.2,10.5,20.3,10.1,88.7,52.7,40.9,57.1,4.0,10.3,3.4,41.7,48.1,0,0,2025-12-31
39687,39687,H2-2025,92.6,48.4,55.8,55.3,41.2,61.4,32.4,73.2,48.9,40.1,50.3,49.7,74.4,0,0,2025-12-31
39688,39688,Q1-2025,69.9,40.8,70.9,59.5,46.3,50.1,27.7,72.6,60.5,46.8,41.0,52.9,48.0,0,0,2025-12-31
39689,39689,H2-2025,100.0,33.7,33.7,27.2,72.8,67.5,72.2,47.9,5.9,29.5,23.4,0.1,54.7,1,0,2025-12-31
39690,39690,Q4-2025,73.5,31.0,57.5,39.9,63.8,49.9,64.9,43.7,29.9,33.3,29.7,2.0,59.5,1,0,2025-12-31
39691,39691,Q2-2025,77.6,73.4,95.8,77.6,15.4,85.0,47.8,77.7,38.6,66.8,64.3,39.6,71.0,0,1,2025-12-31
39692,39692,Q3-2025,63.3,23.3,60.0,50.1,55.9,55.2,80.7,53.7,21.4,33.9,37.2,27.2,60.3,0,0,2025-12-31
39693,39693,Q3-2025,66.3,45.3,79.0,54.1,37.0,58.5,58.3,80.8,41.2,39.5,16.2,51.2,42.2,0,0,2025-12-31
39694,39694,H2-2025,28.2,33.8,94.4,74.2,22.9,55.2,32.6,75.7,28.2,65.7,31.9,62.7,55.1,0,1,2025-12-31
39695,39695,H2-2025,40.1,72.8,67.3,56.0,52.7,35.9,63.1,74.5,8.4,57.8,50.8,22.0,76.1,0,0,2025-12-31
39696,39696,Q3-2025,60.0,70.9,89.1,76.9,24.8,70.0,79.0,80.7,33.5,65.8,38.4,48.2,60.0,0,1,2025-12-31
39697,39697,Q1-2025,62.8,62.7,99.9,77.2,19.1,35.9,62.5,80.7,53.4,53.8,49.2,51.4,83.3,0,1,2025-12-31
39698,39698,Q4-2025,26.0,38.4,87.6,62.4,32.9,69.8,67.1,71.0,35.3,66.7,35.0,18.2,49.2,0,0,2025-12-31
39699,39699,Q3-2025,80.9,25.6,44.7,24.1,76.0,59.1,62.0,43.2,28.4,16.5,11.7,17.5,8.1,1,0,2025-12-31
39700,39700,H2-2025,63.4,45.0,81.6,54.0,55.4,51.9,78.7,61.2,41.3,52.4,31.8,62.6,40.9,0,0,2025-12-31
39701,39701,H1-2025,75.0,58.1,83.1,57.8,38.3,49.3,37.0,96.9,21.2,46.2,58.5,38.0,49.7,0,0,2025-12-31
39702,39702,H1-2025,39.3,42.0,97.3,94.0,0.0,65.2,46.4,93.6,44.0,62.8,33.9,45.4,61.9,0,1,2025-12-31
39703,39703,Q4-2025,45.3,54.9,90.4,64.4,36.6,51.2,84.1,77.0,42.7,50.0,41.5,24.6,71.8,0,0,2025-12-31
39704,39704,Q4-2025,51.9,25.9,74.0,71.9,22.2,57.5,43.1,93.2,29.5,67.1,22.7,22.3,43.4,0,1,2025-12-31
39705,39705,Q2-2025,35.4,25.2,89.8,68.2,27.3,51.2,34.1,62.5,14.5,54.9,27.7,26.6,55.6,0,1,2025-12-31
39706,39706,H1-2025,57.5,36.5,79.0,69.7,31.8,56.0,97.3,75.2,40.2,50.0,28.8,10.8,57.9,0,1,2025-12-31
39707,39707,Q2-2025,59.7,36.0,76.3,50.1,46.4,57.1,59.4,75.7,-1.7,28.2,28.7,40.9,92.5,0,0,2025-12-31
39708,39708,Q1-2025,57.1,29.6,72.5,45.9,52.1,41.0,53.3,89.2,27.9,40.1,36.0,10.4,42.0,0,0,2025-12-31
39709,39709,Q3-2025,61.7,10.4,48.7,44.8,57.2,39.2,61.6,56.7,-16.0,25.8,11.4,11.6,72.5,0,0,2025-12-31
39710,39710,Q3-2025,75.3,44.9,69.6,62.3,39.8,53.9,38.2,68.7,33.6,36.6,21.5,3.0,50.5,1,0,2025-12-31
39711,39711,H2-2025,42.2,38.0,95.8,78.6,24.6,42.9,38.3,68.1,60.0,54.3,32.8,67.7,67.6,0,1,2025-12-31
39712,39712,H2-2025,70.6,16.2,45.6,43.5,45.9,74.0,25.3,51.9,30.8,39.0,9.5,57.4,71.0,0,0,2025-12-31
39713,39713,H2-2025,71.9,41.8,69.9,52.8,51.2,73.7,46.8,65.5,31.2,42.5,36.8,59.6,77.6,0,0,2025-12-31
39714,39714,Q1-2025,44.1,77.1,67.0,59.5,46.0,44.6,16.8,81.6,24.4,46.7,59.4,63.2,76.2,0,0,2025-12-31
39715,39715,Q4-2025,58.6,71.0,87.6,67.4,38.0,60.0,83.7,89.3,70.5,36.5,47.9,34.2,51.2,0,1,2025-12-31
39716,39716,Q3-2025,50.9,38.5,87.6,77.4,20.4,69.0,54.2,70.5,39.8,77.4,24.0,40.4,62.5,0,1,2025-12-31
39717,39717,H2-2025,56.3,70.5,85.8,91.5,1.8,45.9,45.1,83.4,37.9,44.6,53.6,54.7,53.7,0,1,2025-12-31
39718,39718,Q2-2025,63.6,51.9,88.3,72.3,33.3,43.9,62.2,88.9,18.2,77.2,51.6,22.9,41.6,0,1,2025-12-31
39719,39719,Q3-2025,12.5,30.8,81.7,74.3,16.5,51.0,79.5,68.1,8.9,55.5,19.0,46.8,65.6,0,1,2025-12-31
39720,39720,H2-2025,70.5,47.1,76.6,59.3,43.5,67.3,38.8,71.8,23.2,64.2,28.4,37.6,73.0,0,0,2025-12-31
39721,39721,Q1-2025,27.9,31.7,96.2,54.1,45.0,25.5,53.6,68.7,50.1,53.0,33.7,68.7,69.2,0,0,2025-12-31
39722,39722,Q4-2025,68.2,66.2,98.0,75.6,28.6,64.8,65.9,74.3,35.0,60.7,51.1,20.7,46.3,0,1,2025-12-31
39723,39723,H1-2025,61.1,19.6,58.5,50.5,52.2,49.0,17.3,63.9,27.3,47.9,36.2,4.2,54.6,0,0,2025-12-31
39724,39724,Q2-2025,45.9,14.2,68.3,50.1,43.3,45.8,96.7,67.6,31.4,31.0,0.0,22.2,32.6,1,0,2025-12-31
39725,39725,Q4-2025,41.4,68.5,72.9,61.3,36.3,56.4,69.2,76.3,16.8,54.2,42.3,52.0,75.1,0,0,2025-12-31
39726,39726,H1-2025,64.3,21.5,57.2,69.7,33.1,60.9,41.6,61.5,20.9,61.0,3.6,55.6,43.6,0,1,2025-12-31
39727,39727,H1-2025,81.9,59.7,77.8,46.5,54.8,59.2,51.9,64.4,48.7,43.6,51.4,39.2,79.4,0,0,2025-12-31
39728,39728,H2-2025,60.0,22.6,62.6,38.7,54.3,51.5,55.9,48.8,19.1,39.0,22.6,33.2,53.4,0,0,2025-12-31
39729,39729,H1-2025,72.3,57.5,85.2,61.1,46.0,57.4,68.4,56.1,34.0,60.0,28.0,40.2,54.1,0,0,2025-12-31
39730,39730,H2-2025,61.7,28.2,66.5,65.6,39.6,66.3,68.2,61.1,29.9,45.8,29.5,30.2,92.6,0,1,2025-12-31
39731,39731,H2-2025,78.3,53.1,74.8,62.2,41.1,48.9,54.6,71.0,34.1,66.2,41.9,55.5,47.3,0,0,2025-12-31
39732,39732,Q3-2025,51.6,71.1,80.5,62.6,52.6,48.8,59.2,85.8,25.4,41.9,60.0,62.5,73.2,0,0,2025-12-31
39733,39733,Q1-2025,26.4,45.4,81.0,51.7,44.5,52.4,77.8,87.4,7.0,54.5,47.4,41.5,71.1,0,0,2025-12-31
39734,39734,H2-2025,75.3,6.2,30.9,28.2,61.5,61.4,68.1,34.0,17.3,7.9,13.2,53.0,51.4,1,0,2025-12-31
39735,39735,H1-2025,37.7,94.1,43.6,36.5,64.7,50.3,69.5,65.8,10.0,33.8,52.5,38.7,71.6,0,0,2025-12-31
39736,39736,H1-2025,84.2,44.7,60.5,43.5,57.6,48.5,30.9,52.2,23.3,38.1,36.3,17.7,67.5,0,0,2025-12-31
39737,39737,H1-2025,33.6,59.8,73.8,54.7,52.7,54.1,51.3,85.3,23.5,59.6,43.0,41.6,57.4,0,0,2025-12-31
39738,39738,Q4-2025,34.0,44.7,89.3,79.8,18.3,55.9,32.8,87.1,44.4,64.9,22.2,68.9,41.2,0,1,2025-12-31
39739,39739,Q4-2025,80.5,75.0,94.5,59.3,42.6,51.4,53.2,74.8,40.4,58.7,49.0,51.5,35.1,0,0,2025-12-31
39740,39740,Q2-2025,43.4,29.6,86.2,72.2,29.1,61.8,100.0,61.4,41.4,58.2,25.1,59.3,62.2,0,1,2025-12-31
39741,39741,Q3-2025,71.1,27.5,56.4,43.2,60.6,42.4,91.4,48.0,17.8,40.3,31.5,36.8,32.2,0,0,2025-12-31
39742,39742,Q1-2025,53.1,62.8,90.3,68.2,31.0,49.0,62.0,74.4,34.1,53.5,52.9,26.3,67.3,0,1,2025-12-31
39743,39743,Q1-2025,55.5,59.1,96.4,65.3,37.9,41.2,46.0,68.3,34.5,44.6,48.4,58.6,67.0,0,1,2025-12-31
39744,39744,Q1-2025,57.8,58.7,99.1,60.7,45.0,41.6,70.1,62.8,19.5,50.4,65.3,37.9,69.5,0,0,2025-12-31
39745,39745,H2-2025,70.3,67.5,97.2,58.0,48.4,44.7,57.9,91.4,29.7,37.9,40.0,16.5,42.3,0,0,2025-12-31
39746,39746,H2-2025,66.0,30.5,64.5,62.5,45.5,61.4,68.4,65.5,7.1,43.6,9.8,69.9,59.6,0,0,2025-12-31
39747,39747,Q2-2025,57.3,19.7,62.4,56.8,43.9,20.4,86.2,70.9,38.1,62.8,19.2,39.8,53.2,0,0,2025-12-31
39748,39748,Q4-2025,62.6,27.9,65.3,57.7,41.4,27.9,61.2,61.7,12.8,42.9,19.5,36.0,38.8,0,0,2025-12-31
39749,39749,Q1-2025,54.6,51.1,96.5,78.4,16.1,60.0,42.9,93.6,33.6,61.1,30.4,29.4,51.2,0,1,2025-12-31
39750,39750,Q2-2025,49.0,63.2,85.8,86.3,18.0,85.3,58.9,75.2,44.3,63.7,45.3,31.8,78.3,0,1,2025-12-31
39751,39751,Q4-2025,90.0,24.3,34.3,27.8,63.9,62.3,12.7,63.1,11.7,19.3,16.7,-2.8,75.7,1,0,2025-12-31
39752,39752,H1-2025,34.7,85.3,49.4,51.6,49.3,42.4,47.9,64.9,26.1,44.5,71.3,20.9,61.4,0,0,2025-12-31
39753,39753,H2-2025,66.6,72.4,94.2,78.9,25.9,60.4,91.9,60.7,39.4,54.5,54.4,42.7,59.8,0,1,2025-12-31
39754,39754,Q3-2025,75.8,26.4,50.6,37.9,52.2,54.0,46.9,46.9,16.4,43.2,17.2,35.0,63.0,0,0,2025-12-31
39755,39755,Q3-2025,16.0,80.0,36.0,41.6,55.3,50.1,34.7,66.3,35.4,22.4,49.7,53.9,76.3,0,0,2025-12-31
39756,39756,H1-2025,78.5,53.5,75.0,56.9,45.2,74.7,77.7,54.5,29.6,56.4,43.8,28.5,58.7,0,0,2025-12-31
39757,39757,H1-2025,66.3,54.2,87.9,61.6,35.0,49.4,87.9,82.2,16.4,52.1,54.4,25.9,43.5,0,0,2025-12-31
39758,39758,Q1-2025,45.0,38.1,93.1,71.8,19.5,55.8,42.3,56.9,54.7,46.9,37.9,52.5,70.3,0,1,2025-12-31
39759,39759,H1-2025,42.0,60.1,81.9,83.8,27.1,48.7,67.6,71.6,65.2,54.3,29.5,20.3,65.9,0,1,2025-12-31
39760,39760,Q3-2025,36.2,50.9,85.3,72.6,21.1,30.8,62.2,84.4,30.1,52.9,59.0,60.9,59.2,0,1,2025-12-31
39761,39761,H2-2025,30.7,20.8,90.1,75.3,30.8,56.3,20.6,78.5,26.4,61.6,27.8,38.3,35.5,0,1,2025-12-31
39762,39762,Q3-2025,72.2,56.6,84.4,68.9,29.7,53.8,87.9,71.0,6.8,57.2,29.4,47.4,51.7,0,1,2025-12-31
39763,39763,H2-2025,74.7,58.9,84.2,71.6,26.2,39.5,65.6,69.0,27.9,52.4,43.0,42.1,60.1,0,1,2025-12-31
39764,39764,Q4-2025,63.1,37.6,74.5,67.8,25.0,36.9,46.3,70.6,49.4,52.1,47.0,28.0,89.9,0,1,2025-12-31
39765,39765,H1-2025,60.4,54.3,93.9,70.7,29.6,55.6,74.1,64.1,22.4,73.5,38.5,-1.5,65.1,0,1,2025-12-31
39766,39766,Q3-2025,61.1,38.5,77.4,71.4,38.3,35.5,71.0,70.9,40.5,80.2,46.2,50.4,55.5,0,1,2025-12-31
39767,39767,H1-2025,83.6,30.2,46.6,55.3,46.7,88.4,72.0,41.7,49.1,50.8,11.1,75.6,50.8,0,0,2025-12-31
39768,39768,Q1-2025,96.5,48.1,51.6,44.0,48.5,55.6,16.1,54.9,17.6,27.3,37.1,35.6,53.3,0,0,2025-12-31
39769,39769,Q4-2025,82.5,45.1,62.6,65.8,26.1,66.2,54.9,54.0,24.7,34.1,28.1,32.9,46.4,0,1,2025-12-31
39770,39770,Q1-2025,66.6,44.3,77.7,53.8,39.3,52.5,89.0,62.4,24.6,35.7,25.0,7.9,47.4,0,0,2025-12-31
39771,39771,Q3-2025,59.6,18.5,58.9,52.2,42.3,21.8,47.1,64.0,42.9,56.7,0.0,35.0,44.8,0,0,2025-12-31
39772,39772,Q1-2025,32.0,50.6,81.4,75.7,24.0,59.3,36.3,96.8,67.9,56.8,43.2,29.9,56.7,0,1,2025-12-31
39773,39773,Q4-2025,68.6,44.0,75.4,55.0,51.1,46.5,42.9,80.4,25.4,76.3,27.3,5.2,65.2,0,0,2025-12-31
39774,39774,Q3-2025,86.3,47.8,61.5,64.1,30.5,63.8,37.3,62.6,32.6,40.4,26.5,43.6,86.9,0,0,2025-12-31
39775,39775,H2-2025,38.3,74.7,63.6,48.0,50.2,52.4,89.8,59.2,7.7,37.9,62.0,34.3,87.1,0,0,2025-12-31
39776,39776,Q4-2025,79.8,40.3,60.5,63.3,37.0,71.2,62.1,81.8,17.4,46.0,33.1,53.9,51.5,0,0,2025-12-31
39777,39777,H2-2025,60.4,21.9,61.5,45.3,41.0,65.2,94.9,79.9,2.9,16.3,36.0,4.4,45.4,1,0,2025-12-31
39778,39778,H2-2025,76.1,20.4,44.3,48.1,48.3,44.4,47.2,50.2,17.4,26.3,5.6,19.2,65.0,0,0,2025-12-31
39779,39779,Q2-2025,71.2,36.5,65.3,61.3,43.7,63.9,64.0,53.0,42.5,46.3,53.6,22.7,75.2,0,0,2025-12-31
39780,39780,Q3-2025,25.0,58.0,67.0,83.4,22.1,75.0,37.7,50.3,17.0,62.7,27.3,66.1,65.7,0,1,2025-12-31
39781,39781,Q3-2025,72.3,24.8,52.5,39.9,66.0,30.5,57.6,57.9,48.2,38.7,18.3,1.1,75.5,0,0,2025-12-31
39782,39782,Q1-2025,58.1,37.7,79.6,63.5,48.2,34.5,69.5,81.7,32.6,58.5,53.8,21.3,73.7,0,0,2025-12-31
39783,39783,H1-2025,44.9,10.3,65.4,52.8,35.8,51.8,23.3,74.5,42.8,31.6,36.5,44.4,53.2,0,0,2025-12-31
39784,39784,Q4-2025,54.5,31.4,76.9,53.7,49.5,37.2,57.6,49.9,40.4,35.0,41.3,48.0,54.8,0,0,2025-12-31
39785,39785,Q4-2025,48.8,67.2,81.6,65.5,42.0,62.1,54.9,97.9,45.1,38.2,35.3,41.9,63.9,0,1,2025-12-31
39786,39786,Q2-2025,97.6,37.0,39.4,57.6,47.3,82.7,41.4,59.9,33.0,76.3,30.0,31.0,53.4,0,0,2025-12-31
39787,39787,Q4-2025,57.6,34.5,76.9,75.9,20.8,66.4,64.6,84.2,47.8,79.1,34.0,21.8,80.3,0,1,2025-12-31
39788,39788,Q3-2025,85.1,45.1,60.0,50.8,41.3,90.1,32.4,62.3,22.8,48.8,24.1,54.9,35.6,0,0,2025-12-31
39789,39789,H2-2025,63.4,48.8,85.4,60.9,36.4,62.5,45.2,72.6,59.5,59.1,24.4,3.4,61.9,0,0,2025-12-31
39790,39790,Q4-2025,47.8,27.0,79.2,61.1,53.1,31.6,58.9,66.1,30.2,42.9,18.2,52.0,53.2,0,0,2025-12-31
39791,39791,H1-2025,86.7,60.9,74.2,56.1,45.9,64.8,31.5,62.4,10.8,32.4,48.5,-0.1,63.8,0,0,2025-12-31
39792,39792,H2-2025,87.0,29.8,42.8,41.4,48.7,61.8,56.7,52.3,26.2,18.4,20.4,65.7,70.5,0,0,2025-12-31
39793,39793,Q1-2025,67.0,34.0,67.0,70.2,26.9,43.0,39.5,60.1,19.4,55.0,31.4,50.4,53.6,0,1,2025-12-31
39794,39794,H2-2025,90.8,46.2,55.4,47.8,48.4,63.8,69.9,63.9,0.6,41.1,13.2,57.5,32.7,0,0,2025-12-31
39795,39795,Q1-2025,95.9,36.6,40.7,40.5,63.6,85.1,54.9,59.5,7.0,36.6,47.8,31.2,69.1,0,0,2025-12-31
39796,39796,H1-2025,42.9,77.4,65.5,33.1,62.5,60.0,41.0,56.8,45.5,35.3,46.8,50.4,67.9,0,0,2025-12-31
39797,39797,H1-2025,70.8,53.1,82.3,69.6,29.7,58.4,50.9,83.3,31.5,52.2,60.5,32.8,74.5,0,1,2025-12-31
39798,39798,Q2-2025,57.8,44.7,86.9,80.3,20.4,68.5,31.8,74.5,18.8,59.4,25.9,30.4,76.1,1,1,2025-12-31
39799,39799,Q4-2025,41.0,11.7,70.7,47.2,43.8,48.9,70.7,69.4,20.6,32.3,25.3,35.9,51.0,0,0,2025-12-31
39800,39800,Q1-2025,70.7,40.6,69.9,51.4,63.3,67.7,89.6,88.6,24.8,30.4,53.9,36.2,23.4,0,0,2025-12-31
39801,39801,H1-2025,52.3,50.2,97.9,70.3,17.6,48.5,64.2,82.4,51.5,73.2,54.4,39.9,70.7,0,1,2025-12-31
39802,39802,H1-2025,79.1,56.4,77.3,60.2,36.2,48.0,81.6,53.5,17.3,46.7,46.1,65.2,80.7,0,0,2025-12-31
39803,39803,Q1-2025,69.3,41.4,72.1,50.3,53.1,78.0,53.3,62.9,2.8,49.6,30.0,45.9,67.0,0,0,2025-12-31
39804,39804,Q2-2025,94.5,6.9,12.4,31.1,72.1,68.8,49.9,17.6,15.7,18.8,10.6,60.6,63.0,0,0,2025-12-31
39805,39805,H1-2025,61.6,12.8,51.2,40.6,56.8,75.0,78.0,60.4,8.6,42.6,33.4,3.5,43.4,0,0,2025-12-31
