event_id,user_id,event_type,event_date,impact_score,emotional_impact,financial_impact,stress_impact,recovery_time,support_received,lesson_learned,adaptation_score,resilience_score,mindset_shift,behavioral_change,risk_taken,outcome_effect,long_term_effect,recorded_at
39701,39701,Retirement,2024-10-05,-52.0,63.7,9.4,35.2,34.0,24.0,53.0,52.9,51.2,25.9,27.0,60.7,2.9,23.8,2024-12-24
39702,39702,Marriage,2022-09-13,2.7,0.0,-62.2,4.1,0.0,65.1,27.9,51.5,73.7,7.3,57.9,5.7,4.7,12.4,2022-09-17
39703,39703,Financial Loss,2025-09-10,-15.3,17.6,-32.6,0.0,29.0,38.8,74.9,43.4,62.0,25.2,14.1,46.0,22.7,33.8,2025-12-02
39704,39704,Financial Loss,2023-08-07,56.5,41.4,-25.7,31.4,47.0,38.5,57.3,44.5,68.1,13.8,46.1,48.3,43.1,63.7,2023-10-07
39705,39705,Investment Win,2023-04-20,0.3,0.0,11.3,7.4,0.0,46.3,33.6,32.4,29.0,16.3,51.1,28.7,22.0,29.2,2023-05-13
39706,39706,Divorce,2022-05-25,-51.1,59.4,25.1,32.8,57.0,83.8,53.2,31.5,23.3,48.3,42.7,67.2,-2.4,27.9,2022-06-07
39707,39707,Reconciliation,2022-09-18,0.1,7.3,-43.4,0.0,0.0,39.9,50.2,50.0,64.4,27.9,63.2,21.6,39.7,36.5,2022-09-19
39708,39708,Reconciliation,2022-11-26,-5.1,24.3,18.6,0.0,0.0,88.5,10.4,20.7,14.7,19.0,58.8,71.5,13.5,20.7,2023-01-22
39709,39709,Investment Win,2025-10-07,16.6,20.0,21.3,15.6,12.0,67.4,73.5,40.2,47.8,46.9,43.7,54.8,32.7,30.9,2026-01-01
39710,39710,Recovery,2025-01-09,-8.2,0.0,-16.0,11.5,12.0,53.8,60.9,32.0,26.9,44.3,42.7,83.2,10.3,32.0,2025-03-29
39711,39711,Financial Loss,2025-09-11,-46.3,32.8,-0.1,31.7,37.0,50.5,44.9,48.0,67.3,16.6,64.5,50.1,3.1,34.2,2025-09-14
39712,39712,Job Change,2025-08-15,-94.9,100.0,9.6,68.2,64.0,70.5,46.1,49.8,61.5,31.6,54.2,33.4,-37.2,-32.5,2025-10-14
39713,39713,Spiritual Awakening,2024-08-31,-49.3,52.3,3.4,16.0,22.0,76.5,60.1,57.8,69.9,20.6,65.3,10.5,-8.0,27.8,2024-09-03
39714,39714,Job Change,2023-09-23,14.7,0.0,15.9,12.5,0.0,58.1,87.3,87.8,73.2,46.8,36.4,30.8,57.3,73.9,2023-10-11
39715,39715,Promotion,2022-06-27,4.3,0.0,-5.7,10.3,16.0,43.7,61.7,51.4,52.8,39.1,42.3,41.9,9.1,21.0,2022-08-01
39716,39716,Investment Win,2022-07-26,-19.1,22.6,-26.1,10.3,6.0,67.0,46.7,34.0,38.5,70.7,32.0,20.9,12.8,23.7,2022-10-19
39717,39717,Investment Win,2024-11-23,-40.2,35.9,-6.5,13.9,13.0,22.8,34.0,53.8,74.5,57.8,23.6,43.9,-12.2,5.0,2024-12-25
39718,39718,Job Change,2024-11-13,63.5,68.9,-9.5,54.6,51.0,6.2,42.8,45.3,54.7,37.0,55.1,34.8,52.9,50.6,2025-02-09
39719,39719,Job Change,2025-03-24,3.0,0.0,1.3,5.0,0.0,65.2,60.3,44.7,51.3,41.6,80.3,33.3,12.8,17.5,2025-06-08
39720,39720,Marriage,2025-06-03,-6.5,8.2,1.6,0.0,0.0,44.5,69.0,37.6,32.9,29.7,49.2,22.6,25.1,46.7,2025-06-10
39721,39721,Illness,2023-09-06,-17.1,12.8,29.7,17.3,13.0,61.1,88.5,26.7,42.3,46.7,65.2,15.9,-2.6,43.4,2023-11-16
39722,39722,Illness,2022-05-10,-70.2,78.0,14.8,68.8,43.0,63.1,41.3,36.2,55.4,55.2,22.9,45.8,-22.9,2.5,2022-06-09
39723,39723,Recovery,2023-07-02,5.4,6.4,-9.0,0.0,30.0,76.9,41.5,35.9,50.2,38.9,42.1,26.0,24.1,25.0,2023-08-13
39724,39724,Childbirth,2022-10-18,-34.7,30.0,-17.5,31.2,25.0,33.3,34.2,16.2,22.6,33.8,34.1,43.9,-4.7,3.0,2022-12-05
39725,39725,Spiritual Awakening,2022-02-02,25.5,39.4,18.9,27.8,12.0,44.5,66.9,57.1,41.2,64.5,52.6,0.0,36.4,56.0,2022-02-04
39726,39726,Financial Loss,2023-07-11,3.1,0.0,35.3,4.5,0.0,31.8,31.1,35.1,20.9,24.9,44.2,32.3,21.9,13.5,2023-08-09
39727,39727,Financial Loss,2023-08-10,-18.0,21.8,-3.9,24.2,23.0,41.3,52.1,62.4,46.2,52.0,77.9,54.0,39.1,58.7,2023-08-14
39728,39728,Accident,2024-09-02,-18.9,33.6,-31.9,8.2,5.0,63.8,59.0,15.6,4.2,23.2,63.8,46.7,6.0,27.5,2024-10-18
39729,39729,Retirement,2024-01-18,2.9,1.0,18.2,7.9,5.0,29.8,72.3,32.6,31.7,31.6,65.2,0.0,9.2,31.3,2024-02-09
39730,39730,Divorce,2024-10-01,-9.7,4.1,-18.5,0.0,1.0,90.6,47.3,16.3,38.7,0.0,43.1,37.8,-2.2,26.6,2024-10-19
39731,39731,Financial Loss,2024-08-29,-52.4,47.6,-20.7,41.0,44.0,34.1,51.4,64.9,66.4,61.8,86.9,37.0,9.1,19.2,2024-09-07
39732,39732,Investment Win,2023-11-07,40.9,41.8,28.1,43.3,31.0,55.9,46.5,49.8,38.8,40.6,36.5,32.8,29.8,32.9,2023-11-17
39733,39733,Layoff,2022-04-13,32.0,21.3,41.2,28.6,16.0,65.8,85.1,31.5,26.9,55.9,44.4,34.9,34.2,62.6,2022-06-03
39734,39734,Travel,2024-10-08,37.7,20.6,-24.2,32.9,33.0,53.7,36.9,41.9,35.6,40.8,24.6,57.4,51.2,49.4,2025-01-02
39735,39735,Marriage,2025-11-19,11.0,25.6,-20.9,0.0,3.0,70.6,61.8,79.8,71.5,33.1,54.8,39.7,29.4,48.6,2026-01-21
39736,39736,Bereavement,2024-01-22,-2.2,18.1,-2.9,0.0,9.0,18.0,52.9,34.5,25.1,56.2,23.8,19.7,6.4,20.7,2024-02-27
39737,39737,Illness,2023-11-12,-24.9,42.2,45.1,10.8,15.0,18.7,62.0,42.4,40.1,51.0,35.8,37.1,8.6,36.0,2023-12-25
39738,39738,Financial Loss,2025-02-11,-2.6,10.6,22.5,11.8,10.0,40.5,31.1,69.9,58.1,30.4,32.9,41.8,22.9,14.5,2025-04-12
39739,39739,Relocation,2025-07-22,20.3,0.0,32.7,20.4,6.0,70.1,70.9,37.5,55.4,26.2,32.8,40.8,26.0,44.5,2025-09-06
39740,39740,Job Change,2022-12-27,-9.4,0.0,-5.1,0.0,18.0,86.1,47.5,26.8,26.3,11.4,50.1,49.3,-0.7,9.2,2023-03-02
39741,39741,Job Change,2023-11-03,-57.4,67.0,-0.2,39.3,42.0,18.1,63.0,29.1,18.9,36.6,79.3,37.5,7.1,35.9,2023-12-03
39742,39742,Job Change,2023-02-26,54.1,60.4,-16.5,31.6,46.0,75.7,52.1,44.4,50.0,48.5,52.4,70.3,54.2,55.0,2023-03-26
39743,39743,Accident,2024-04-09,51.9,32.8,-12.2,47.2,62.0,96.0,62.4,37.9,19.7,52.8,76.7,42.1,44.3,52.6,2024-06-04
39744,39744,Job Change,2025-10-13,31.6,16.8,-35.1,35.7,5.0,36.7,48.1,46.8,48.0,46.9,67.0,76.8,47.7,57.4,2025-12-18
39745,39745,Marriage,2025-08-14,24.5,25.7,3.1,16.1,24.0,86.8,58.0,34.1,21.9,34.9,83.4,24.4,14.9,31.9,2025-08-19
39746,39746,Marriage,2025-01-14,4.7,0.0,3.7,11.5,0.0,52.8,54.4,25.8,36.4,50.7,55.8,32.2,7.7,18.2,2025-03-31
39747,39747,Travel,2024-08-21,55.2,57.0,16.3,32.3,57.0,57.6,11.0,43.8,45.1,40.2,58.5,48.6,48.4,32.6,2024-09-20
39748,39748,Recovery,2022-04-30,8.6,14.9,9.4,0.0,0.0,31.7,41.3,57.4,48.0,45.0,30.0,23.5,43.7,44.1,2022-05-05
39749,39749,Reconciliation,2023-01-22,3.2,0.0,-6.4,8.6,0.0,21.1,36.9,44.8,56.7,32.5,57.5,31.0,31.2,27.1,2023-03-12
39750,39750,Job Change,2024-07-21,-26.3,43.4,3.1,6.5,27.0,12.1,100.0,52.2,52.1,43.7,51.0,54.1,-8.6,17.7,2024-10-13
39751,39751,Childbirth,2022-07-06,-18.4,17.0,-52.5,10.5,0.0,60.4,26.8,18.0,35.5,45.3,32.5,35.7,-5.2,-4.2,2022-07-15
39752,39752,Illness,2025-10-11,-16.9,23.3,36.2,13.9,21.0,39.5,54.2,46.1,63.5,45.1,59.5,48.3,8.8,11.4,2025-11-28
39753,39753,Layoff,2025-12-28,-19.6,9.6,-5.0,6.8,10.0,19.6,100.0,58.1,57.3,29.5,71.2,53.5,26.4,49.4,2025-12-30
39754,39754,Accident,2023-09-17,-0.6,0.0,20.0,5.4,0.0,53.8,37.3,12.7,13.9,40.4,27.8,58.3,8.8,-3.5,2023-11-15
39755,39755,Financial Loss,2025-11-09,-5.9,9.5,-27.4,21.1,0.0,30.3,96.1,91.5,65.9,48.4,43.4,88.5,50.7,86.7,2026-02-06
39756,39756,Education Milestone,2024-09-14,19.0,18.4,-7.6,20.8,9.0,81.4,56.8,58.4,46.5,55.3,31.0,22.2,62.2,65.9,2024-10-04
39757,39757,Marriage,2024-04-05,-50.6,49.5,28.1,46.9,52.0,48.5,51.9,47.0,44.3,37.4,32.8,95.1,-7.2,12.2,2024-06-02
39758,39758,Investment Win,2023-03-13,2.2,4.8,17.7,0.0,0.0,30.4,28.0,46.3,68.4,37.2,36.2,3.9,11.8,14.2,2023-03-16
39759,39759,Divorce,2022-07-14,18.0,21.6,1.9,19.2,6.0,100.0,67.1,32.6,46.5,15.4,69.5,58.4,33.5,28.9,2022-08-28
39760,39760,Illness,2025-08-01,-8.6,12.5,12.7,2.3,11.0,42.8,37.9,28.9,60.9,31.3,30.7,57.8,9.0,5.4,2025-10-12
39761,39761,Illness,2024-05-16,9.8,0.0,-7.9,20.6,8.0,26.5,39.1,20.1,41.0,21.4,46.1,43.6,13.2,17.6,2024-07-27
39762,39762,Reconciliation,2022-12-19,-18.5,31.3,-4.6,8.7,14.0,100.0,79.6,41.6,50.4,65.3,59.8,29.2,18.5,44.9,2023-01-20
39763,39763,Layoff,2025-03-25,10.3,10.3,-14.0,3.3,20.0,44.4,91.9,46.3,73.8,21.7,39.8,38.3,23.6,37.4,2025-04-08
39764,39764,Relocation,2024-02-18,-34.3,25.7,-6.6,12.2,31.0,27.9,63.6,52.4,47.1,11.2,52.3,32.4,3.2,27.9,2024-04-16
39765,39765,Childbirth,2025-04-18,-8.8,5.3,-10.0,7.7,13.0,74.6,36.1,46.4,41.9,7.2,40.7,34.0,8.5,24.6,2025-05-16
39766,39766,Illness,2023-10-11,23.1,38.3,23.5,13.7,24.0,45.3,51.1,21.4,44.8,22.1,45.8,52.9,30.9,31.3,2023-12-04
39767,39767,Relocation,2025-03-03,26.0,18.1,-23.5,21.9,6.0,57.6,29.3,35.0,57.6,25.1,66.6,51.9,27.0,26.7,2025-04-15
39768,39768,Recovery,2023-01-10,-11.7,7.9,-14.5,31.2,0.0,9.7,64.9,42.1,56.4,2.6,26.8,33.7,20.0,18.2,2023-01-26
39769,39769,Financial Loss,2022-11-16,27.4,38.1,-28.2,16.5,8.0,59.7,38.0,42.0,37.9,33.9,70.2,10.9,38.9,37.7,2022-12-22
39770,39770,Layoff,2024-08-13,11.4,0.5,-3.0,0.0,21.0,50.7,52.9,33.6,56.4,20.4,56.0,48.7,9.7,8.5,2024-09-30
39771,39771,Promotion,2025-06-22,-15.8,27.6,-6.2,14.4,11.0,50.4,39.2,6.7,26.0,0.0,91.6,14.3,5.7,9.3,2025-08-25
39772,39772,Recovery,2025-08-13,-24.1,37.9,-19.5,11.1,8.0,55.0,18.7,40.6,58.3,45.8,60.6,37.3,-7.5,0.6,2025-08-25
39773,39773,Marriage,2022-09-23,-41.0,32.5,20.8,34.8,32.0,54.6,54.6,38.8,44.4,25.9,58.2,60.0,10.8,40.0,2022-11-16
39774,39774,Divorce,2023-09-05,-5.3,6.1,-38.0,6.9,11.0,32.4,48.7,43.1,68.1,23.2,34.7,49.4,26.4,23.8,2023-12-02
39775,39775,Childbirth,2022-02-10,-21.4,17.6,-26.6,27.0,17.0,61.1,44.6,48.8,57.3,37.3,78.2,22.5,10.8,-0.8,2022-04-06
39776,39776,Marriage,2025-03-03,-1.0,0.4,3.1,14.2,0.0,50.3,16.1,35.8,61.3,29.5,52.0,23.2,30.0,25.6,2025-04-09
39777,39777,Travel,2024-10-13,30.9,29.9,-15.1,11.4,17.0,58.7,55.5,33.8,34.6,33.9,36.8,24.3,33.1,63.1,2025-01-04
39778,39778,Reconciliation,2024-05-21,17.4,16.1,5.6,24.4,5.0,69.6,28.0,14.4,30.7,36.7,23.6,47.4,18.7,12.9,2024-08-03
39779,39779,Investment Win,2024-01-19,-33.3,21.2,-29.5,25.6,14.0,63.8,53.9,46.2,43.0,24.9,56.1,35.6,-8.5,10.3,2024-03-02
39780,39780,Bereavement,2023-01-17,9.7,9.2,-32.3,1.6,19.0,19.6,72.0,59.9,43.1,46.9,45.9,37.0,21.1,30.4,2023-03-22
39781,39781,Reconciliation,2022-12-04,-15.9,24.6,0.1,22.2,13.0,55.2,29.0,29.0,30.5,29.8,89.9,31.6,8.9,13.4,2023-01-16
39782,39782,Promotion,2025-08-14,17.5,11.2,54.9,18.9,0.0,31.0,34.2,37.8,48.3,34.1,0.0,28.2,31.7,51.6,2025-10-28
39783,39783,Recovery,2025-07-31,-13.2,1.4,17.9,27.3,0.0,12.1,28.9,35.1,46.8,6.7,70.4,63.0,14.2,18.6,2025-08-27
39784,39784,Relocation,2023-10-09,-12.3,20.4,16.9,8.3,15.0,3.7,45.6,19.6,25.9,17.0,55.0,15.9,6.4,11.2,2023-10-27
39785,39785,Recovery,2025-02-07,-27.3,6.5,2.9,7.6,46.0,60.5,52.9,35.5,41.7,67.5,73.1,39.7,17.2,31.0,2025-04-25
39786,39786,Job Change,2022-07-07,-35.6,50.8,-11.7,9.6,35.0,77.9,52.6,26.3,45.1,31.8,88.1,50.0,-4.3,13.9,2022-09-01
39787,39787,Promotion,2022-10-05,-63.7,61.7,-7.0,48.1,53.0,90.6,74.0,34.4,50.4,9.1,66.3,21.2,-17.9,-3.2,2022-11-28
39788,39788,Travel,2025-09-12,-29.1,26.2,2.0,35.0,30.0,22.8,68.1,43.5,41.2,6.1,30.1,30.7,16.8,43.8,2025-12-02
39789,39789,Bereavement,2024-06-01,11.7,2.2,13.3,9.1,0.0,48.5,75.8,38.5,38.9,26.0,50.1,53.0,21.7,19.9,2024-06-12
39790,39790,Travel,2022-12-19,-51.6,58.8,-8.3,29.7,37.0,32.2,62.5,35.3,41.9,22.1,26.5,24.2,-16.7,5.1,2023-03-13
39791,39791,Travel,2025-12-10,39.2,29.3,-26.4,13.1,29.0,37.3,32.1,39.5,31.4,51.7,84.9,52.9,55.5,49.0,2025-12-25
39792,39792,Job Change,2023-10-24,1.5,0.0,21.2,10.1,0.0,48.6,11.0,48.5,42.1,25.9,43.9,52.1,18.1,29.1,2024-01-15
39793,39793,Education Milestone,2023-12-26,-15.7,25.5,41.1,13.1,16.0,48.3,71.9,40.5,48.3,46.6,41.3,47.0,17.2,41.8,2024-03-16
39794,39794,Relocation,2022-08-04,-1.9,14.3,20.2,0.0,15.0,42.3,52.4,50.7,55.5,37.3,48.5,21.6,32.2,31.9,2022-09-03
39795,39795,Promotion,2024-01-24,7.3,23.1,-12.7,0.0,5.0,65.5,35.4,21.4,42.6,74.9,6.1,26.6,17.3,26.6,2024-03-18
39796,39796,Layoff,2023-03-09,15.4,24.7,-13.9,3.2,21.0,47.3,83.3,53.1,65.1,64.5,69.4,24.7,22.5,36.2,2023-05-14
39797,39797,Marriage,2023-09-19,-5.6,0.0,-5.8,20.2,6.0,18.8,56.2,72.5,54.0,52.5,24.1,39.0,26.5,23.4,2023-10-21
39798,39798,Job Change,2023-04-25,-23.0,27.4,-1.7,37.4,13.0,26.4,26.8,27.2,33.9,31.5,53.4,5.6,-0.5,19.8,2023-06-06
39799,39799,Marriage,2023-01-03,-42.7,59.8,37.0,16.0,28.0,42.3,46.4,15.0,37.5,0.0,42.2,42.8,-28.0,-3.5,2023-02-06
39800,39800,Job Change,2023-09-09,17.1,11.7,35.8,8.3,23.0,15.0,74.9,51.9,55.5,38.0,13.9,71.2,22.3,26.3,2023-11-14
39801,39801,Childbirth,2022-04-12,-34.9,35.0,-47.9,36.5,34.0,28.0,74.5,45.3,42.2,64.8,37.1,3.3,4.7,40.8,2022-06-13
39802,39802,Accident,2025-09-29,-29.1,36.0,-13.7,25.5,50.0,41.6,48.4,41.8,63.1,61.9,62.0,55.2,16.2,43.2,2025-10-26
39803,39803,Reconciliation,2023-01-18,-11.5,7.4,7.3,1.0,3.0,50.9,51.6,46.3,37.7,58.6,55.3,39.4,6.2,5.1,2023-04-03
39804,39804,Illness,2023-10-15,84.4,96.8,-12.6,58.4,51.0,53.6,36.4,0.0,18.2,41.4,52.7,26.4,34.5,34.0,2023-12-25
39805,39805,Investment Win,2024-02-12,10.2,0.0,-12.6,0.0,0.0,23.6,29.4,37.1,51.2,10.3,57.4,35.4,31.1,37.8,2024-03-28
39806,39806,Education Milestone,2024-02-29,-72.0,97.4,-41.5,51.2,59.0,34.5,77.1,47.5,53.0,14.3,65.7,22.2,-25.3,3.7,2024-03-28
39807,39807,Education Milestone,2022-12-28,-21.7,17.2,-20.2,1.6,18.0,50.8,70.8,58.4,54.8,25.9,26.5,62.4,12.0,41.7,2023-01-16
39808,39808,Investment Win,2023-10-17,30.7,47.5,-0.6,24.1,23.0,7.4,41.9,25.6,33.5,27.6,73.6,0.0,20.7,12.2,2023-10-29
39809,39809,Reconciliation,2025-07-14,15.5,10.7,16.4,3.1,19.0,45.2,37.8,53.0,53.2,2.5,44.3,35.3,30.2,27.1,2025-09-16
39810,39810,Divorce,2024-12-18,-36.2,45.1,6.4,17.2,28.0,85.0,56.7,57.5,52.3,27.0,69.1,39.2,32.9,35.1,2025-02-03
39811,39811,Spiritual Awakening,2024-03-09,-56.8,49.7,3.3,33.4,52.0,67.4,67.4,52.9,54.1,23.8,39.9,61.0,14.2,43.7,2024-03-30
39812,39812,Spiritual Awakening,2024-12-14,60.9,55.8,-16.5,32.6,48.0,24.2,62.8,60.8,58.5,46.9,33.6,46.4,60.9,67.5,2025-02-09
39813,39813,Financial Loss,2024-05-12,-13.8,4.5,-18.0,6.1,15.0,38.3,45.6,18.8,25.0,14.1,45.6,15.8,19.8,32.9,2024-07-31
39814,39814,Layoff,2023-01-03,39.9,46.5,32.9,8.6,25.0,17.6,53.6,39.4,37.6,41.4,84.3,39.6,29.0,36.7,2023-03-10
39815,39815,Retirement,2022-10-23,-32.5,22.9,11.3,14.4,7.0,69.2,51.7,25.7,25.7,56.7,59.9,76.8,-11.4,6.0,2023-01-08
39816,39816,Spiritual Awakening,2024-04-05,-7.8,14.5,-5.0,1.0,5.0,44.3,52.7,54.7,41.8,55.3,44.5,52.3,36.9,38.6,2024-06-04
39817,39817,Childbirth,2022-03-08,-9.7,19.3,0.2,5.5,4.0,34.8,6.2,33.2,33.1,37.2,69.1,54.0,22.9,25.9,2022-04-08
39818,39818,Childbirth,2024-06-29,-3.0,8.6,21.0,0.0,15.0,52.3,36.4,17.2,43.0,57.5,37.4,9.6,0.3,14.1,2024-09-25
39819,39819,Travel,2023-04-15,-32.1,51.2,9.9,23.0,24.0,46.0,85.1,27.7,10.8,13.2,89.7,44.7,1.3,36.2,2023-07-06
39820,39820,Divorce,2024-11-28,-41.7,48.9,41.9,19.7,34.0,60.0,78.6,37.9,49.2,46.5,51.6,0.5,-18.9,6.8,2025-01-05
39821,39821,Accident,2023-02-14,1.5,0.5,-3.8,2.5,0.0,67.8,29.0,51.9,72.0,57.6,29.9,57.9,7.8,11.7,2023-04-19
39822,39822,Reconciliation,2022-11-30,-2.7,0.0,-2.0,0.0,0.0,67.7,50.9,26.9,30.6,43.7,78.2,30.9,-1.7,31.2,2023-02-19
39823,39823,Education Milestone,2023-11-18,-5.6,16.7,0.6,3.6,0.0,16.6,28.9,15.8,32.5,33.6,65.6,44.3,12.7,9.1,2023-11-28
39824,39824,Divorce,2023-09-17,-8.2,14.3,15.0,1.2,15.0,47.7,73.0,35.4,43.3,16.4,67.4,18.7,19.4,35.5,2023-12-11
39825,39825,Layoff,2024-10-08,25.1,6.7,-22.2,4.4,21.0,64.7,31.1,30.3,28.9,21.1,41.9,33.2,15.6,26.9,2024-11-04
39826,39826,Promotion,2023-06-21,20.2,17.8,-2.9,0.0,2.0,58.8,70.7,67.2,63.9,60.3,48.3,48.9,61.0,71.8,2023-07-05
39827,39827,Travel,2024-02-02,4.1,0.0,28.9,0.0,9.0,97.9,72.0,30.8,32.1,22.1,43.2,49.8,14.0,31.6,2024-04-20
39828,39828,Accident,2022-08-10,-0.1,9.2,-15.9,3.1,0.0,42.6,43.1,18.9,32.9,51.5,62.3,72.3,27.7,43.7,2022-09-14
39829,39829,Job Change,2025-06-14,5.4,14.8,-35.0,0.0,0.0,16.3,39.1,30.3,36.0,34.5,70.6,18.6,29.5,35.0,2025-09-11
39830,39830,Financial Loss,2022-10-29,2.2,5.3,33.7,1.9,15.0,93.7,67.7,49.8,50.9,52.0,35.5,29.8,32.1,39.5,2023-01-15
39831,39831,Illness,2022-08-27,6.9,0.0,-30.3,18.9,0.0,70.0,32.5,57.0,61.9,11.8,49.8,29.1,23.3,34.4,2022-10-05
39832,39832,Marriage,2022-02-05,4.7,21.8,24.1,18.3,0.0,61.9,50.2,27.6,29.2,30.5,29.5,62.6,28.5,47.9,2022-04-25
39833,39833,Accident,2022-12-22,-7.0,18.2,1.4,0.0,10.0,41.8,78.0,64.9,44.1,50.3,53.0,46.2,48.2,54.6,2023-02-14
39834,39834,Childbirth,2025-12-21,7.5,1.7,-43.1,0.0,7.0,38.5,64.4,19.5,43.3,27.0,39.7,50.5,16.8,22.6,2025-12-26
39835,39835,Accident,2022-08-25,16.2,16.9,22.7,21.1,1.0,23.9,47.2,43.6,27.5,65.7,44.2,10.4,32.6,46.9,2022-10-11
39836,39836,Promotion,2024-09-02,-7.3,0.0,17.7,7.3,0.0,49.2,50.2,10.9,11.5,56.7,57.2,45.1,0.2,5.4,2024-10-03
39837,39837,Childbirth,2025-06-23,36.2,33.1,-24.0,24.9,29.0,77.7,43.9,22.3,10.2,34.4,66.8,14.5,3.7,-2.4,2025-09-03
39838,39838,Relocation,2022-07-05,-15.0,9.1,23.8,15.7,20.0,34.0,47.9,29.1,36.3,16.7,60.6,18.8,-5.9,7.8,2022-09-28
39839,39839,Divorce,2023-02-07,-7.6,8.2,-4.5,22.2,7.0,49.5,72.3,38.2,35.0,44.4,42.4,18.4,22.7,38.8,2023-04-25
39840,39840,Relocation,2023-01-01,10.4,0.0,16.1,2.4,0.0,62.7,57.4,54.5,47.4,42.7,48.2,35.8,40.1,29.5,2023-01-25
39841,39841,Travel,2025-06-08,-27.0,33.0,48.3,9.7,41.0,69.2,37.0,23.8,39.3,19.1,59.1,43.0,13.8,20.8,2025-06-26
39842,39842,Reconciliation,2022-09-01,-27.2,38.5,49.9,14.2,25.0,48.7,32.7,61.6,59.1,28.2,37.6,0.0,19.8,22.1,2022-10-18
39843,39843,Recovery,2023-04-21,77.5,72.2,-15.6,56.9,40.0,44.2,38.9,26.0,37.8,50.0,67.3,27.0,43.3,41.4,2023-05-13
39844,39844,Investment Win,2023-10-01,21.1,33.5,17.0,0.0,16.0,66.9,65.3,28.5,24.3,40.6,45.3,15.5,31.6,30.9,2023-11-28
39845,39845,Relocation,2022-01-23,-18.8,9.0,41.0,10.8,7.0,66.6,58.7,52.4,56.1,14.3,74.4,38.6,19.7,20.9,2022-02-22
39846,39846,Recovery,2024-08-31,-36.7,22.2,-12.5,22.1,32.0,62.7,15.5,26.3,15.7,28.3,27.4,38.8,-2.5,0.1,2024-10-06
39847,39847,Reconciliation,2022-04-20,-1.5,18.2,-39.0,0.7,11.0,55.9,47.1,31.1,39.1,47.2,70.4,44.5,7.7,6.8,2022-07-05
39848,39848,Reconciliation,2025-10-06,-19.6,24.8,-35.4,0.0,21.0,25.7,60.6,55.9,62.8,21.6,49.0,9.7,17.9,45.0,2025-10-11
39849,39849,Accident,2023-02-24,5.9,4.2,2.1,18.5,2.0,52.7,41.1,45.2,53.3,27.4,100.0,29.9,32.0,50.5,2023-04-10
39850,39850,Childbirth,2022-03-20,21.2,22.5,-16.9,15.6,19.0,47.4,23.9,35.2,49.5,37.5,46.0,78.0,25.9,-1.6,2022-06-05
39851,39851,Reconciliation,2022-12-14,-3.2,0.0,11.4,5.4,0.0,66.2,56.5,73.3,49.1,49.5,35.6,85.0,70.0,72.5,2022-12-15
39852,39852,Investment Win,2024-03-23,10.4,2.5,-29.7,4.6,0.0,70.7,53.8,58.7,51.1,45.7,85.0,31.7,26.2,21.8,2024-06-03
39853,39853,Spiritual Awakening,2022-01-30,-35.3,40.9,52.9,20.4,49.0,41.7,61.1,47.2,37.0,54.3,69.5,28.1,0.1,26.2,2022-02-15
39854,39854,Education Milestone,2022-05-18,-13.9,19.7,-22.7,0.0,2.0,37.1,35.8,25.3,27.9,41.6,20.3,78.0,21.1,34.7,2022-06-29
39855,39855,Reconciliation,2022-06-11,37.7,52.9,-22.3,17.0,30.0,63.1,25.1,18.6,34.0,50.3,31.1,29.9,36.4,18.5,2022-07-14
39856,39856,Investment Win,2025-12-11,23.3,25.5,-25.8,14.1,15.0,46.2,48.0,54.6,56.3,31.3,76.1,55.0,43.8,47.4,2025-12-21
39857,39857,Marriage,2025-02-28,-47.6,48.6,14.3,37.8,47.0,54.0,79.3,56.9,61.4,71.8,42.3,25.3,4.0,24.7,2025-03-20
39858,39858,Divorce,2024-11-22,2.1,0.0,34.9,0.0,17.0,44.0,34.3,30.5,26.9,27.7,61.6,26.9,-8.8,5.0,2024-12-21
39859,39859,Childbirth,2023-12-13,7.6,0.0,-1.9,20.4,11.0,84.3,60.7,60.4,57.2,46.6,82.1,45.5,21.8,28.9,2024-02-16
39860,39860,Financial Loss,2022-08-08,-16.3,21.1,4.0,14.0,3.0,69.1,84.0,61.9,69.4,20.3,76.5,37.9,11.0,42.0,2022-09-18
39861,39861,Reconciliation,2025-04-04,-31.6,28.8,-20.0,7.5,26.0,61.9,39.9,37.9,35.7,0.0,71.0,15.8,13.7,23.9,2025-04-20
39862,39862,Layoff,2024-03-12,-32.3,21.2,14.1,30.7,32.0,68.8,32.4,37.2,15.1,40.9,47.7,15.3,7.7,22.3,2024-05-12
39863,39863,Education Milestone,2024-02-24,-10.6,12.1,14.6,5.8,11.0,32.3,29.7,22.8,6.6,50.0,31.1,64.0,3.8,3.2,2024-03-22
39864,39864,Relocation,2024-06-14,-18.9,23.8,-10.5,21.0,14.0,49.0,31.3,44.1,37.9,45.8,31.1,37.7,-0.3,-0.8,2024-08-19
39865,39865,Investment Win,2024-07-20,-19.5,38.2,11.4,12.4,20.0,53.7,55.5,57.9,59.7,47.6,19.2,11.3,15.6,26.8,2024-09-09
39866,39866,Bereavement,2024-03-28,-13.8,8.5,-10.3,20.6,3.0,87.5,35.9,39.9,50.7,29.2,76.0,56.5,13.3,19.4,2024-05-18
39867,39867,Financial Loss,2022-12-22,-22.2,11.0,-32.1,23.6,17.0,64.6,47.6,41.3,52.8,18.8,71.4,41.2,10.4,21.4,2023-01-29
