env_id,user_id,work_environment,noise_level,family_support,peer_influence,financial_pressure,job_security,work_life_balance,social_pressure,cultural_factor,digital_exposure,internet_usage,community_support,mentor_presence,competition_level,opportunity_index,stress_triggers,growth_opportunities,recorded_at
65332,65332,Office,86.7,59.0,69.5,27.1,53.1,46.5,34.4,68.9,49.0,91.7,76.2,1,30.9,71.6,36.9,63.6,2025-06-30
65333,65333,Factory,54.3,74.2,60.2,8.9,59.6,46.7,40.7,32.0,0.0,85.1,26.0,1,78.8,59.4,29.7,13.9,2025-06-30
65334,65334,Remote,42.3,83.6,37.0,84.4,66.2,76.4,71.5,22.6,40.8,64.1,82.2,1,47.2,31.1,27.4,22.1,2025-06-30
65335,65335,Outdoor,42.2,55.3,28.9,39.6,72.0,38.2,47.1,64.2,2.6,74.1,58.8,1,53.6,51.0,58.5,40.6,2025-06-30
65336,65336,Hybrid,70.2,77.5,51.3,38.4,100.0,100.0,33.1,65.3,24.5,63.7,33.7,1,31.5,54.0,36.4,61.1,2025-06-30
65337,65337,Factory,49.2,28.6,52.7,50.1,50.6,57.2,56.8,28.6,36.9,37.5,23.6,0,33.6,67.2,34.8,58.4,2025-06-30
65338,65338,Hybrid,79.4,44.3,59.7,60.3,50.0,54.2,59.2,69.6,49.2,81.3,70.8,0,13.1,86.3,53.9,59.3,2025-06-30
65339,65339,Office,84.7,69.2,43.8,59.3,41.6,78.0,31.7,27.8,7.9,43.1,50.7,0,71.3,43.2,30.2,40.3,2025-06-30
65340,65340,Remote,26.1,61.7,60.4,21.0,99.6,56.8,52.8,37.0,39.4,66.9,62.8,0,37.0,53.7,39.5,35.9,2025-06-30
65341,65341,Factory,33.7,100.0,47.9,7.9,83.3,76.4,31.6,64.2,38.2,73.0,70.5,0,70.8,66.2,77.8,61.8,2025-06-30
65342,65342,Hybrid,43.9,31.7,51.5,67.9,4.0,67.4,28.5,41.8,15.5,0.1,33.4,0,72.6,66.9,56.1,80.6,2025-06-30
65343,65343,Factory,51.9,69.3,15.0,33.1,37.1,53.8,91.1,67.2,31.9,61.1,14.3,0,47.3,43.0,61.0,29.8,2025-06-30
65344,65344,Home,24.2,66.1,60.7,30.8,73.8,53.5,46.5,67.4,34.2,42.8,50.2,0,67.7,35.2,58.0,43.1,2025-06-30
65345,65345,Office,76.3,43.2,42.4,44.6,63.7,54.2,60.9,70.1,33.8,63.6,66.8,1,69.9,25.3,72.5,42.3,2025-06-30
65346,65346,Home,46.9,98.5,53.5,61.9,80.6,68.5,75.3,54.1,36.5,26.9,77.0,0,65.8,86.2,55.6,52.9,2025-06-30
65347,65347,Factory,9.8,43.9,51.3,53.9,50.6,44.1,32.3,24.1,18.9,72.3,37.5,1,61.1,69.8,53.9,59.3,2025-06-30
65348,65348,Home,34.7,81.7,49.3,26.0,46.7,56.8,41.5,22.9,28.6,68.2,47.5,0,47.4,92.9,29.4,84.1,2025-06-30
65349,65349,Office,31.5,32.3,40.6,53.7,55.3,76.2,32.3,51.5,16.0,35.9,47.1,0,17.9,43.1,20.9,43.7,2025-06-30
65350,65350,Factory,50.6,28.7,66.3,47.7,48.3,86.7,65.0,92.2,22.2,46.3,34.6,0,32.0,72.4,51.6,69.8,2025-06-30
65351,65351,Office,59.9,68.1,78.6,0.0,41.8,53.3,80.0,28.3,25.5,60.4,73.5,0,65.8,60.2,48.3,32.3,2025-06-30
65352,65352,Field,20.4,62.4,53.9,24.4,84.3,49.5,28.0,51.7,6.4,98.8,19.2,1,69.4,73.9,50.6,73.7,2025-06-30
65353,65353,Outdoor,21.3,85.3,64.6,0.0,50.2,79.1,50.6,73.4,13.2,58.0,8.8,0,45.3,38.7,42.2,30.1,2025-06-30
65354,65354,Remote,56.3,88.1,18.6,20.4,0.0,64.4,14.8,27.8,32.8,82.2,87.9,1,75.0,30.4,37.6,26.8,2025-06-30
65355,65355,Home,16.6,71.8,97.7,54.5,61.2,59.7,35.9,77.7,37.8,82.1,47.1,1,78.9,84.3,53.3,84.6,2025-06-30
65356,65356,Remote,41.9,56.9,62.1,58.9,53.4,81.6,29.6,68.1,33.3,72.4,54.6,1,21.2,49.9,72.9,60.3,2025-06-30
65357,65357,Factory,29.0,78.9,48.9,43.1,77.3,39.9,78.9,41.8,19.7,47.2,41.5,0,78.8,33.6,88.6,24.9,2025-06-30
65358,65358,Hybrid,75.0,69.9,46.7,45.2,45.3,46.4,56.8,40.6,30.5,48.4,13.6,0,66.6,59.8,62.2,54.4,2025-06-30
65359,65359,Home,86.1,67.1,49.8,45.1,55.3,54.5,60.5,40.0,52.7,76.2,45.3,1,37.2,84.7,41.8,77.8,2025-06-30
65360,65360,Remote,49.1,22.3,58.1,24.9,78.8,62.1,59.3,16.4,22.7,100.0,58.1,1,21.7,53.9,55.1,35.3,2025-06-30
65361,65361,Field,69.7,64.3,38.3,94.6,36.4,57.8,62.0,56.1,40.0,82.9,91.8,1,61.6,31.4,68.2,54.2,2025-06-30
65362,65362,Home,69.3,41.4,46.5,16.3,53.2,72.3,65.6,31.9,20.3,43.8,59.7,1,84.8,52.7,60.3,60.3,2025-06-30
65363,65363,Hybrid,58.5,98.9,6.0,15.7,50.8,44.1,52.8,10.7,34.5,55.9,32.1,0,69.7,31.7,60.7,31.6,2025-06-30
65364,65364,Factory,79.6,45.5,43.2,77.3,44.0,69.5,75.6,77.4,37.1,88.5,23.5,0,73.9,65.7,62.0,62.0,2025-06-30
65365,65365,Remote,49.0,54.7,47.7,53.8,37.2,74.8,39.0,29.5,52.9,57.2,25.4,0,54.5,48.2,56.3,17.6,2025-06-30
65366,65366,Hybrid,34.8,74.2,45.5,42.9,25.4,58.5,81.4,46.9,23.5,30.2,36.7,1,67.8,65.4,45.3,57.8,2025-06-30
65367,65367,Factory,56.8,50.3,70.5,28.2,47.4,58.1,66.9,52.7,23.6,28.3,37.2,1,36.1,81.7,63.8,54.2,2025-06-30
65368,65368,Factory,42.8,43.6,70.6,35.5,99.2,68.0,66.9,63.8,24.9,25.0,40.0,1,98.9,1.3,57.5,17.8,2025-06-30
65369,65369,Outdoor,54.4,41.5,38.0,65.3,71.2,41.4,43.8,36.3,30.7,49.8,45.6,1,50.0,51.0,14.8,43.5,2025-06-30
65370,65370,Home,50.4,51.9,6.3,37.8,61.1,100.0,62.2,0.0,42.4,0.0,53.8,1,73.5,45.8,37.4,38.2,2025-06-30
65371,65371,Factory,87.4,75.7,46.3,41.9,78.8,72.4,43.1,39.2,43.6,82.3,96.1,1,20.6,100.0,60.9,46.7,2025-06-30
65372,65372,Remote,11.8,61.7,41.0,46.6,65.1,65.8,82.5,71.7,25.8,35.7,60.6,0,62.5,51.4,62.2,54.1,2025-06-30
65373,65373,Office,36.8,71.7,15.5,11.9,94.7,90.9,61.1,19.0,65.5,67.0,66.8,0,3.9,36.6,45.7,23.6,2025-06-30
65374,65374,Remote,33.8,53.0,20.4,78.0,33.3,76.9,63.7,43.7,31.9,27.3,43.9,0,67.7,62.9,43.3,50.8,2025-06-30
65375,65375,Outdoor,35.9,89.0,74.3,34.5,79.2,36.3,40.8,56.6,37.7,67.3,69.6,1,64.9,57.0,53.9,48.4,2025-06-30
65376,65376,Remote,50.6,80.2,65.8,23.5,40.8,49.5,59.0,63.8,34.2,74.3,65.4,1,48.6,52.0,82.2,45.5,2025-06-30
65377,65377,Hybrid,37.8,79.9,55.4,40.9,32.2,58.2,32.0,37.6,17.4,62.3,42.5,0,44.9,81.6,29.4,71.5,2025-06-30
65378,65378,Office,75.3,59.4,61.6,49.9,49.0,61.4,48.1,56.7,41.5,38.0,49.6,1,37.6,83.4,21.1,82.1,2025-06-30
65379,65379,Hybrid,21.5,46.8,8.7,19.3,59.1,87.9,71.1,66.0,47.5,40.0,20.8,0,14.1,70.0,45.6,91.3,2025-06-30
65380,65380,Office,68.2,25.5,39.7,58.3,13.3,47.0,14.4,71.1,57.9,59.6,40.3,1,48.1,22.4,60.7,14.3,2025-06-30
65381,65381,Office,49.0,55.3,68.4,59.3,61.6,54.2,62.0,40.2,43.9,79.0,95.0,1,85.6,69.9,22.6,66.1,2025-06-30
65382,65382,Office,66.2,5.8,38.8,39.8,50.3,69.6,43.5,44.1,50.1,25.0,53.6,1,27.2,100.0,41.8,71.7,2025-06-30
65383,65383,Hybrid,36.9,57.3,8.7,23.3,52.7,65.5,82.1,67.3,18.3,51.1,88.8,0,46.9,77.2,41.1,69.6,2025-06-30
65384,65384,Factory,72.6,86.2,54.2,62.0,45.7,48.8,58.4,58.3,27.5,64.8,66.4,1,35.4,47.9,41.1,44.3,2025-06-30
65385,65385,Remote,24.3,57.7,50.3,31.6,29.5,36.5,42.1,30.1,41.7,79.5,32.0,1,61.4,75.7,48.6,73.8,2025-06-30
65386,65386,Remote,65.9,66.5,48.4,29.3,58.7,62.6,33.3,20.2,71.4,53.9,46.1,0,30.8,77.6,42.0,63.8,2025-06-30
65387,65387,Hybrid,34.6,56.7,43.6,0.0,76.6,46.4,77.8,49.3,42.6,81.8,28.2,1,58.2,28.1,52.3,29.1,2025-06-30
65388,65388,Home,61.0,47.9,56.1,38.0,51.8,76.8,58.5,54.6,37.4,66.2,39.2,1,76.8,71.0,47.9,31.8,2025-06-30
65389,65389,Outdoor,55.9,0.0,51.4,68.9,71.7,71.8,32.4,57.2,18.3,42.4,30.2,1,52.5,56.6,37.1,52.2,2025-06-30
65390,65390,Home,37.7,72.7,12.7,44.9,44.0,41.9,3.5,10.5,40.6,70.4,33.3,0,55.0,48.9,46.5,43.3,2025-06-30
65391,65391,Outdoor,53.7,57.7,75.3,54.8,59.0,39.1,61.3,100.0,55.0,51.1,43.9,1,52.7,73.2,49.9,69.0,2025-06-30
65392,65392,Office,27.2,22.5,92.0,12.6,66.4,57.9,75.9,43.0,24.8,21.8,24.8,1,0.0,69.3,60.6,65.5,2025-06-30
65393,65393,Outdoor,57.2,47.2,14.3,47.4,79.7,61.8,61.0,60.6,48.5,65.7,54.4,0,59.1,79.8,49.8,79.3,2025-06-30
65394,65394,Field,95.4,26.1,49.1,60.5,56.6,77.4,89.4,68.6,18.3,45.0,55.3,0,54.8,49.7,53.3,53.4,2025-06-30
65395,65395,Home,62.5,92.2,50.5,33.7,57.8,81.2,53.5,28.0,27.4,57.1,52.0,0,26.9,53.4,20.3,60.5,2025-06-30
65396,65396,Field,78.3,48.7,9.1,63.3,57.4,66.0,38.2,32.2,60.7,93.0,67.8,1,47.4,27.3,34.6,14.5,2025-06-30
65397,65397,Factory,78.0,36.1,41.5,38.4,43.1,47.0,64.7,71.4,52.9,71.4,61.0,1,56.6,66.3,57.0,70.9,2025-06-30
65398,65398,Home,70.7,73.8,68.8,16.2,54.9,39.2,42.0,22.6,16.7,71.4,4.5,1,31.9,82.5,39.3,47.1,2025-06-30
65399,65399,Remote,33.7,60.6,57.7,55.9,90.9,75.8,34.5,44.3,49.4,63.1,57.4,1,53.1,54.5,47.5,39.8,2025-06-30
65400,65400,Factory,79.6,61.7,81.8,73.2,45.4,76.9,41.9,69.7,65.0,73.5,34.7,0,41.1,35.2,44.5,35.9,2025-06-30
65401,65401,Factory,70.1,54.4,81.4,47.8,68.0,51.9,47.5,75.9,68.2,11.1,60.8,1,44.0,54.2,38.3,41.6,2025-06-30
65402,65402,Office,35.8,43.9,98.9,46.6,62.1,81.5,50.2,59.7,48.9,32.4,43.0,1,51.7,66.5,59.4,58.6,2025-06-30
65403,65403,Office,63.2,48.4,45.1,37.6,51.6,61.1,35.7,45.5,24.8,69.9,62.9,0,38.2,31.8,61.1,44.7,2025-06-30
65404,65404,Home,72.3,74.2,39.7,46.3,43.7,33.7,22.9,64.3,40.6,45.2,60.0,1,20.2,63.6,19.3,49.4,2025-06-30
65405,65405,Outdoor,51.7,16.4,60.1,47.1,56.0,59.8,48.1,69.1,24.0,51.3,7.5,0,16.4,34.5,75.0,46.8,2025-06-30
65406,65406,Field,73.2,55.3,67.7,30.0,72.0,34.4,40.7,34.1,64.8,88.9,10.8,0,83.7,44.2,49.6,53.4,2025-06-30
65407,65407,Home,26.3,39.7,45.8,47.8,62.8,77.9,60.9,11.0,56.8,46.8,64.6,0,42.3,63.7,79.1,57.9,2025-06-30
65408,65408,Factory,61.0,66.0,61.0,44.6,93.2,77.8,55.1,33.8,26.9,50.9,32.6,1,52.4,60.7,33.6,42.8,2025-06-30
65409,65409,Home,61.6,50.6,55.8,21.9,73.0,42.9,39.0,61.1,66.5,55.0,50.6,1,57.2,51.5,12.6,26.4,2025-06-30
65410,65410,Home,34.1,49.3,78.6,27.7,18.1,55.5,52.8,52.5,45.1,72.5,76.7,0,72.8,79.0,66.5,56.1,2025-06-30
65411,65411,Factory,14.6,77.5,61.4,44.0,65.8,61.6,63.8,31.7,46.2,39.3,63.1,0,76.8,57.3,31.4,39.5,2025-06-30
65412,65412,Field,51.9,41.5,38.9,12.7,51.7,25.9,55.4,57.0,52.2,47.1,30.7,1,40.6,79.3,55.3,91.6,2025-06-30
65413,65413,Factory,39.2,58.5,48.5,34.3,54.4,81.0,72.1,73.2,62.7,89.7,64.2,0,41.6,55.6,54.1,54.6,2025-06-30
65414,65414,Office,75.6,96.1,44.8,10.9,80.5,73.6,56.2,38.4,43.2,56.6,54.5,0,48.5,51.3,50.1,35.5,2025-06-30
65415,65415,Outdoor,39.0,33.1,33.4,32.0,62.1,48.5,60.0,49.5,66.7,53.3,100.0,1,57.5,54.4,28.1,45.2,2025-06-30
65416,65416,Home,93.4,89.2,66.7,37.6,48.1,69.5,58.7,54.9,27.0,57.4,54.0,1,21.0,32.1,51.9,51.6,2025-06-30
65417,65417,Field,42.6,78.2,65.0,65.6,100.0,61.1,44.3,49.6,36.3,59.4,78.6,0,29.5,53.0,58.4,44.6,2025-06-30
65418,65418,Hybrid,61.5,29.6,75.5,66.5,63.4,63.0,86.6,85.9,16.5,86.7,10.2,0,46.9,28.6,100.0,30.6,2025-06-30
65419,65419,Factory,35.4,87.0,32.4,58.0,43.8,72.4,50.5,46.8,18.4,82.6,43.8,1,45.4,26.1,30.5,35.9,2025-06-30
65420,65420,Hybrid,30.8,14.1,0.0,23.9,52.0,66.3,17.2,48.1,53.9,85.6,56.9,0,75.4,39.0,48.5,33.7,2025-06-30
65421,65421,Home,51.1,62.6,60.4,36.7,30.6,73.6,37.6,36.1,66.1,73.6,62.8,1,54.3,50.5,0.0,65.5,2025-06-30
65422,65422,Hybrid,36.0,100.0,43.9,53.6,37.8,43.2,50.6,50.8,47.5,87.1,28.9,0,95.5,25.3,71.4,20.3,2025-06-30
65423,65423,Factory,28.5,23.0,49.2,6.2,50.4,67.6,49.5,37.8,39.9,34.1,61.8,1,68.3,54.6,33.7,42.2,2025-06-30
65424,65424,Hybrid,48.1,65.9,64.9,44.0,37.7,55.5,33.2,41.7,12.5,51.5,41.5,0,85.5,24.8,54.6,34.2,2025-06-30
65425,65425,Field,47.5,66.9,54.8,34.4,62.7,52.8,68.9,33.3,34.8,63.4,84.5,0,72.0,46.0,26.8,56.5,2025-06-30
65426,65426,Home,31.5,15.3,22.9,19.9,79.7,58.8,65.2,59.4,55.0,53.9,20.3,0,48.6,29.3,74.0,26.9,2025-06-30
65427,65427,Field,45.3,60.6,55.2,6.0,85.2,60.1,36.4,60.8,19.8,36.5,46.9,0,10.1,61.8,19.9,49.3,2025-06-30
65428,65428,Office,65.2,57.4,28.5,19.8,38.6,39.8,66.8,17.5,62.3,63.7,23.8,0,22.4,75.6,54.2,63.3,2025-06-30
65429,65429,Home,73.5,55.4,29.9,57.7,47.3,51.2,82.4,51.4,54.2,58.7,59.8,0,29.0,73.8,52.5,40.2,2025-06-30
65430,65430,Outdoor,58.6,81.2,31.4,85.1,36.1,43.1,48.2,47.4,45.7,55.5,36.3,1,24.5,78.0,20.4,67.6,2025-06-30
65431,65431,Field,51.8,77.2,21.3,99.3,67.0,52.4,74.0,40.2,44.0,69.5,24.4,0,77.0,45.1,71.5,36.3,2025-06-30
65432,65432,Field,54.7,65.2,80.7,37.2,76.3,41.5,49.0,68.5,37.4,41.2,13.7,1,69.0,47.7,73.7,45.4,2025-06-30
65433,65433,Factory,83.4,63.5,40.4,39.1,41.5,34.6,38.0,8.0,52.0,72.8,52.0,1,52.3,84.2,61.9,89.5,2025-06-30
65434,65434,Remote,41.3,48.9,34.3,67.9,32.8,88.3,32.6,41.2,15.4,100.0,46.7,0,68.0,42.4,66.3,58.4,2025-06-30
65435,65435,Outdoor,34.5,47.1,17.0,47.4,36.0,32.2,43.8,19.4,38.1,70.0,83.4,0,36.4,37.9,32.7,18.2,2025-06-30
65436,65436,Home,33.6,44.3,62.9,70.5,84.8,34.9,52.1,43.8,30.2,47.4,33.8,0,45.7,61.0,58.3,48.5,2025-06-30
65437,65437,Factory,58.6,51.0,58.3,51.3,44.4,70.9,36.0,42.4,55.4,52.4,28.0,1,49.5,39.5,0.0,13.9,2025-06-30
65438,65438,Hybrid,49.3,73.8,30.0,51.7,59.1,66.6,57.9,47.9,20.6,47.9,52.1,1,52.6,62.0,53.9,46.5,2025-06-30
65439,65439,Hybrid,13.0,73.0,20.0,58.2,43.9,79.0,32.7,62.0,63.0,69.8,38.4,0,55.7,76.1,52.2,71.6,2025-06-30
65440,65440,Field,57.2,74.5,47.6,93.1,56.5,82.4,74.9,13.4,58.0,65.6,32.7,1,56.0,65.4,57.2,77.0,2025-06-30
65441,65441,Outdoor,43.8,66.5,70.7,53.9,25.0,88.9,22.9,69.0,51.1,72.7,39.7,0,42.1,21.7,59.6,48.7,2025-06-30
65442,65442,Hybrid,61.0,81.0,47.7,18.7,54.3,45.0,92.5,24.4,41.9,59.3,69.6,0,39.7,20.0,55.3,35.6,2025-06-30
65443,65443,Outdoor,48.4,84.9,81.4,37.8,69.7,64.7,64.1,41.5,53.5,77.1,54.0,0,35.9,58.9,79.3,67.5,2025-06-30
65444,65444,Outdoor,47.7,61.9,70.9,37.4,94.3,53.7,36.5,57.6,7.8,93.0,40.5,0,56.7,79.8,59.5,67.6,2025-06-30
65445,65445,Hybrid,23.0,48.9,79.2,0.0,54.3,22.2,69.5,38.7,0.0,74.3,52.2,0,39.7,73.7,31.1,55.3,2025-06-30
65446,65446,Outdoor,64.6,64.5,44.9,40.3,55.8,68.4,75.4,52.3,16.8,60.2,49.7,0,24.2,29.5,51.7,8.3,2025-06-30
65447,65447,Home,35.1,15.8,58.8,33.8,84.1,45.1,66.7,48.1,34.2,61.9,64.7,1,46.5,60.7,58.5,22.9,2025-06-30
65448,65448,Outdoor,38.4,73.5,48.9,0.0,43.2,65.5,18.9,53.6,50.7,76.6,23.6,0,56.8,55.6,59.3,34.7,2025-06-30
65449,65449,Outdoor,54.6,53.8,46.9,56.9,53.1,27.5,23.5,48.0,18.1,51.2,44.6,0,73.3,90.2,53.5,66.6,2025-06-30
65450,65450,Home,55.2,58.3,11.4,13.8,29.5,87.7,59.4,23.8,57.9,65.9,29.7,0,23.0,35.2,69.8,26.9,2025-06-30
65451,65451,Factory,61.5,82.5,46.0,51.8,65.8,52.5,73.8,50.0,42.3,76.9,69.9,0,43.9,60.9,60.2,57.2,2025-06-30
65452,65452,Field,19.0,90.8,58.0,15.2,44.5,65.1,44.5,60.5,21.2,63.3,80.9,1,21.9,37.4,20.6,35.6,2025-06-30
65453,65453,Outdoor,49.0,65.7,23.3,19.9,87.9,75.2,45.3,74.8,59.8,52.3,0.0,1,47.8,34.6,44.0,31.4,2025-06-30
65454,65454,Factory,17.4,47.0,58.9,100.0,55.2,85.5,73.3,81.6,39.3,64.7,27.6,0,30.1,51.3,66.4,65.2,2025-06-30
65455,65455,Field,50.1,95.5,46.2,29.7,76.4,59.1,76.0,58.6,17.3,83.9,44.1,1,51.1,50.9,59.1,39.2,2025-06-30
65456,65456,Factory,56.4,57.3,24.6,48.2,69.9,64.0,14.9,44.2,77.5,75.8,80.6,1,46.6,85.7,14.9,72.0,2025-06-30
65457,65457,Home,75.0,77.2,66.0,57.6,55.0,61.2,37.0,53.9,14.4,70.9,47.0,0,51.3,23.2,42.1,34.1,2025-06-30
65458,65458,Factory,52.6,65.0,59.5,63.5,79.6,52.1,70.6,37.7,49.3,77.7,52.6,0,64.5,45.9,23.7,45.1,2025-06-30
65459,65459,Home,42.4,86.8,72.4,86.0,44.0,90.8,49.9,39.0,26.8,67.3,20.9,0,54.3,0.0,62.8,33.6,2025-06-30
65460,65460,Remote,59.9,100.0,37.6,45.4,84.9,64.0,56.8,23.0,49.3,51.1,0.0,0,45.3,42.9,74.9,55.0,2025-06-30
65461,65461,Hybrid,62.0,100.0,48.3,48.1,60.4,79.9,72.4,44.4,38.0,60.8,0.9,0,0.2,1.5,63.1,26.8,2025-06-30
65462,65462,Home,28.6,70.2,44.2,81.1,64.6,23.0,36.7,74.8,43.7,78.9,12.4,1,74.9,33.6,41.1,28.3,2025-06-30
65463,65463,Outdoor,74.8,81.9,67.2,10.9,54.8,69.2,51.8,74.4,41.5,75.9,68.8,0,18.6,56.7,42.2,59.4,2025-06-30
65464,65464,Remote,31.7,78.1,74.8,51.6,50.2,59.3,23.3,41.7,22.3,47.6,32.6,0,0.0,62.2,72.7,29.2,2025-06-30
65465,65465,Outdoor,45.6,52.3,21.0,43.6,49.7,66.1,55.6,41.9,25.2,65.5,37.3,0,38.7,73.6,72.8,54.1,2025-06-30
65466,65466,Factory,53.2,99.9,50.1,22.2,32.5,78.7,100.0,47.7,57.1,55.7,57.3,1,85.9,66.2,40.2,60.7,2025-06-30
65467,65467,Factory,67.3,54.3,32.4,37.1,54.5,62.8,61.2,47.8,55.8,88.9,76.8,1,44.5,88.5,36.9,50.0,2025-06-30
65468,65468,Outdoor,58.2,73.1,31.9,46.9,80.4,71.7,50.7,31.0,42.5,87.7,54.9,0,80.2,57.8,59.8,60.7,2025-06-30
65469,65469,Factory,50.2,32.3,48.4,26.9,53.5,44.7,35.0,66.0,58.8,56.2,45.4,0,53.2,67.8,53.7,57.7,2025-06-30
65470,65470,Field,42.2,57.3,52.3,32.1,44.3,53.9,48.6,40.0,31.9,87.1,36.1,0,32.9,67.0,50.2,53.9,2025-06-30
65471,65471,Home,60.2,83.8,41.9,100.0,76.2,82.8,30.2,69.4,46.4,45.9,79.2,0,54.2,21.1,14.6,32.7,2025-06-30
65472,65472,Outdoor,63.3,35.7,50.6,19.4,62.8,62.5,49.3,63.4,32.6,100.0,85.6,0,59.8,49.1,73.0,16.0,2025-06-30
65473,65473,Hybrid,51.4,54.1,49.8,65.0,65.9,81.0,49.7,22.9,57.1,90.9,50.0,0,65.1,79.4,55.6,68.3,2025-06-30
65474,65474,Factory,73.0,67.9,70.2,52.7,57.0,46.5,17.3,81.5,21.3,83.4,70.3,1,72.3,78.7,62.9,65.8,2025-06-30
65475,65475,Field,48.3,70.1,42.5,52.9,82.3,54.2,32.2,62.4,35.8,61.2,56.3,1,57.6,46.9,12.6,40.2,2025-06-30
65476,65476,Outdoor,42.3,91.1,31.4,26.6,79.3,65.2,89.3,44.5,35.1,56.9,39.1,1,62.1,40.8,49.7,32.4,2025-06-30
65477,65477,Hybrid,56.5,52.7,76.8,49.0,46.6,43.6,61.0,56.7,19.5,78.6,45.7,0,45.4,44.1,63.4,49.8,2025-06-30
65478,65478,Hybrid,58.4,83.0,61.8,46.1,37.0,49.2,53.7,30.4,15.0,57.3,56.5,0,44.8,16.5,60.2,31.0,2025-06-30
65479,65479,Office,45.1,83.1,91.3,34.4,32.1,58.5,40.1,60.1,53.3,55.8,44.7,0,74.4,50.8,70.5,24.9,2025-06-30
65480,65480,Home,65.0,75.4,30.6,45.2,83.9,65.6,54.8,90.9,36.8,27.0,52.4,1,35.3,72.6,34.0,61.3,2025-06-30
65481,65481,Outdoor,46.5,11.8,69.4,2.4,100.0,38.1,42.1,39.6,55.3,64.5,35.0,0,62.7,52.7,71.9,60.8,2025-06-30
65482,65482,Outdoor,41.8,49.2,84.1,72.1,100.0,62.0,38.4,49.2,50.6,42.8,54.6,0,42.2,42.8,60.3,28.0,2025-06-30
65483,65483,Field,39.4,49.8,61.2,24.3,61.6,68.6,100.0,68.5,32.7,38.1,71.3,0,61.8,59.9,39.8,54.1,2025-06-30
65484,65484,Field,31.5,71.9,73.5,32.1,67.6,75.4,69.5,41.3,79.2,34.9,39.0,1,73.7,52.3,58.4,54.1,2025-06-30
65485,65485,Remote,52.7,48.9,19.6,39.9,57.9,57.4,60.7,35.8,45.0,45.4,42.1,0,24.3,61.1,53.6,50.9,2025-06-30
65486,65486,Field,56.2,25.0,42.6,45.8,45.7,42.0,72.1,51.9,39.2,94.0,1.3,0,58.9,67.0,56.6,66.6,2025-06-30
65487,65487,Office,46.0,75.1,59.6,18.6,33.1,49.7,42.8,28.9,30.1,54.9,0.0,0,21.5,77.3,72.4,69.5,2025-06-30
65488,65488,Hybrid,0.0,59.9,19.7,13.8,87.0,46.6,41.7,80.4,28.8,57.9,25.5,1,30.6,28.8,63.9,20.2,2025-06-30
65489,65489,Outdoor,51.5,64.3,41.3,51.4,73.3,53.6,54.5,44.8,34.4,50.3,55.8,1,74.8,44.5,46.2,60.3,2025-06-30
65490,65490,Outdoor,48.6,99.1,30.1,20.7,50.8,35.9,56.2,38.4,48.3,26.2,31.9,0,21.4,54.2,21.4,43.8,2025-06-30
65491,65491,Outdoor,38.6,79.1,53.3,0.0,70.7,58.7,24.1,13.3,30.8,99.6,16.4,0,47.9,77.6,18.5,85.8,2025-06-30
65492,65492,Home,53.8,65.4,25.2,37.8,85.3,60.5,51.6,48.1,11.7,97.6,56.6,1,60.7,45.7,16.5,42.8,2025-06-30
65493,65493,Home,18.2,47.7,71.4,55.1,19.0,73.1,39.5,84.9,32.5,63.5,52.1,0,77.9,14.4,60.7,37.1,2025-06-30
65494,65494,Factory,43.1,95.8,37.2,52.4,99.5,100.0,68.4,52.3,37.7,55.1,56.4,1,27.9,83.3,54.3,55.8,2025-06-30
65495,65495,Hybrid,58.7,95.9,29.7,49.5,68.1,74.9,38.2,79.8,13.0,61.6,47.5,0,35.5,66.8,36.1,47.6,2025-06-30
65496,65496,Remote,69.2,58.0,67.3,38.2,63.6,67.3,31.5,95.7,37.8,70.8,33.1,0,60.4,77.6,30.1,81.0,2025-06-30
65497,65497,Hybrid,52.2,55.9,49.5,46.4,51.4,58.7,66.8,62.1,28.3,76.4,41.0,1,43.3,41.8,33.8,50.5,2025-06-30
65498,65498,Office,52.7,40.6,69.5,25.5,45.9,43.4,18.8,72.9,49.5,41.9,42.9,1,92.8,36.6,39.8,23.3,2025-06-30
65499,65499,Home,57.2,97.5,75.5,54.5,40.2,50.8,64.4,62.9,43.9,56.8,30.0,0,27.5,95.4,60.8,96.6,2025-06-30
65500,65500,Home,63.7,81.5,66.2,62.9,51.4,88.5,56.4,57.6,63.2,47.2,60.3,1,40.8,46.7,22.5,34.2,2025-06-30
65501,65501,Factory,51.9,80.4,40.1,79.7,70.0,56.3,58.8,68.5,47.1,35.0,54.5,1,60.1,59.1,68.5,65.1,2025-06-30
65502,65502,Field,65.0,59.1,74.8,58.3,73.9,46.6,51.7,74.7,24.8,60.7,74.9,0,63.5,92.3,54.8,79.7,2025-06-30
65503,65503,Home,37.6,54.7,37.3,49.9,50.0,46.7,75.4,53.1,11.7,45.2,20.7,0,35.3,43.4,37.3,55.3,2025-06-30
65504,65504,Field,41.1,54.0,20.9,62.6,51.5,39.2,27.8,66.2,34.6,75.0,53.3,0,44.2,69.0,39.0,94.2,2025-06-30
65505,65505,Home,55.5,58.6,65.3,36.3,24.9,20.0,8.4,41.9,8.6,50.0,29.4,0,44.7,80.5,18.0,68.5,2025-06-30
65506,65506,Hybrid,53.7,72.5,47.0,18.4,44.3,77.0,27.5,57.9,30.1,51.8,44.6,0,38.8,64.4,97.7,48.6,2025-06-30
